date,total_cases,cured,total_deaths
2020-03-24,7,1,0
2020-03-25,8,1,0
2020-03-26,8,1,0
2020-03-27,8,1,0
2020-03-28,11,1,0
2020-03-29,11,1,0
2020-03-30,12,2,0
2020-03-31,12,2,0
2020-04-01,12,5,0
2020-04-02,19,5,0
2020-04-03,19,5,0
2020-04-04,19,5,0
2020-04-05,19,5,0
2020-04-06,19,5,0
2020-04-07,48,8,0
2020-04-08,49,9,0
2020-04-09,52,9,0
2020-04-10,62,9,0
2020-04-11,65,12,1
2020-04-12,70,16,1
2020-04-13,74,16,1
2020-04-14,79,16,1
2020-04-15,84,24,1
2020-04-16,92,26,1
2020-04-17,104,28,1
2020-04-18,115,30,1
2020-04-19,126,30,1
2020-04-20,138,35,1
2020-04-21,144,41,1
2020-04-22,163,42,1
2020-04-23,171,45,1
2020-04-24,189,48,1
2020-04-25,210,49,1
2020-04-26,236,59,3
2020-04-27,264,59,3
2020-04-28,303,66,3
2020-04-29,326,66,3
2020-04-30,358,66,3
2020-05-01,395,73,5
2020-05-02,438,98,6
2020-05-03,479,114,6
2020-05-04,524,114,9
2020-05-05,566,123,11
2020-05-06,583,143,11
2020-05-07,599,154,11
2020-05-08,637,169,11
2020-05-09,671,175,11
2020-05-10,713,188,11
2020-05-11,753,207,11
2020-05-12,772,216,11
2020-05-13,812,247,11
2020-05-14,848,277,11
2020-05-15,881,323,11
2020-05-16,916,339,11
2020-05-17,952,361,11
2020-05-18,978,383,18
2020-05-19,1010,423,18
2020-05-20,1042,459,18
2020-05-21,1076,465,18
2020-05-22,1117,471,18
2020-05-23,1158,530,18
2020-05-24,1201,534,18
2020-05-25,1244,534,18
2020-05-26,1294,556,21
2020-05-27,1338,587,21
2020-05-28,1376,588,21
2020-05-29,1409,593,24
2020-05-30,1460,629,24
2020-05-31,1508,630,24
2020-06-01,1553,630,24
2020-06-02,1607,670,24
2020-06-03,1642,698,24
2020-06-04,1665,718,24
2020-06-05,1700,740,24
2020-06-06,1736,763,24
2020-06-07,1776,779,24
2020-06-08,1813,782,24
2020-06-09,1858,847,31
2020-06-10,1904,922,31
2020-06-11,1946,950,31
2020-06-12,1984,976,31
2020-06-13,2027,979,31
2020-06-14,2072,984,31
2020-06-15,2112,986,31
2020-06-16,2124,1042,32
2020-06-17,2161,1083,32
2020-06-18,2195,1127,33
2020-06-19,2227,1183,33
2020-06-20,2262,1210,33
2020-06-21,2292,1218,33
2020-06-22,2321,1218,33
2020-06-23,2348,1300,33
2020-06-24,2356,1340,37
2020-06-25,2373,1356,37
2020-06-26,2392,1370,37
2020-06-27,2411,1399,37
2020-06-28,2426,1406,37
2020-06-29,2436,1409,37
2020-06-30,2446,1485,37
2020-07-01,2455,1515,38
2020-07-02,2472,1538,38
2020-07-03,2487,1583,38
2020-07-04,2505,1630,38
2020-07-05,2521,1630,38
2020-07-06,2539,1647,39
2020-07-07,2553,1706,40
2020-07-08,2564,1745,40
2020-07-09,2578,1768,41
2020-07-10,2591,1785,41
2020-07-11,2605,1809,41
2020-07-12,2615,1809,41
2020-07-13,2627,1809,41
2020-07-14,2636,1821,41
2020-07-15,2648,1827,42
2020-07-16,2662,1867,43
2020-07-17,2676,1921,43
2020-07-18,2691,1930,43
2020-07-19,2705,1932,43
2020-07-20,2718,1932,43
2020-07-21,2729,2272,43
2020-07-22,2736,2281,43
2020-07-23,2746,2292,43
2020-07-24,2759,2302,43
2020-07-25,2775,2308,43
2020-07-26,2790,2308,43
2020-07-27,2805,2308,43
2020-07-28,2821,2323,43
2020-07-29,2835,2334,45
2020-07-30,2854,2346,45
2020-07-31,2875,2361,45
2020-08-01,2898,2369,45
2020-08-02,2917,2370,45
2020-08-03,2929,2370,45
2020-08-04,2933,2378,45
2020-08-05,2942,2382,45
2020-08-06,2958,2389,45
2020-08-07,2973,2397,45
2020-08-08,2987,2403,45
2020-08-09,3000,2403,46
2020-08-10,3018,2403,46
2020-08-11,3035,2416,47
2020-08-12,3054,2426,53
2020-08-13,3065,2430,53
2020-08-14,3078,2436,53
2020-08-15,3098,2455,53
2020-08-16,3121,2455,53
2020-08-17,3147,2455,53
2020-08-18,3170,2496,53
2020-08-19,3179,2565,55
2020-08-20,3194,2571,55
2020-08-21,3212,2582,55
2020-08-22,3230,2587,57
2020-08-23,3260,2616,58
2020-08-24,3283,2616,58
2020-08-25,3304,2688,58
2020-08-26,3330,2703,58
2020-08-27,3348,2750,58
2020-08-28,3369,2783,58
2020-08-29,3393,2785,58
2020-08-30,3415,2785,58
2020-08-31,3430,2785,58
2020-09-01,3446,2838,58
2020-09-02,3463,2844,58
2020-09-03,3483,2859,58
2020-09-04,3502,2879,58
2020-09-05,3523,2879,58
2020-09-06,3543,2879,58
