date,total_cases,cured,total_deaths
2020-09-07,3568,2879,58
2020-09-08,3596,2942,58
2020-09-09,3626,2966,58
2020-09-10,3655,2970,58
2020-09-11,3685,2971,58
2020-09-12,3712,2975,58
2020-09-13,3744,2975,58
2020-09-14,3775,2975,58
2020-09-15,3810,3014,61
2020-09-16,3842,3033,64
2020-09-17,3875,3077,65
2020-09-18,3906,3115,67
2020-09-19,3941,3118,67
2020-09-20,3975,3120,67
2020-09-21,4007,3123,68
2020-09-22,4041,3159,72
2020-09-23,4079,3173,73
2020-09-24,4118,3179,73
2020-09-25,4156,3180,73
2020-09-26,4194,3227,75
2020-09-27,4231,3230,75
2020-09-28,4281,3234,75
2020-09-29,4333,3276,75
2020-09-30,4387,3312,75
2020-10-01,4446,3335,75
2020-10-02,4506,3371,78
2020-10-03,4570,3421,80
2020-10-04,4635,3430,81
2020-10-05,4711,3436,81
2020-10-06,4776,3453,81
2020-10-07,4840,3493,83
2020-10-08,4903,3498,85
2020-10-09,4970,3521,85
2020-10-10,5038,3530,85
2020-10-11,5110,3566,87
