date,total_cases,cured,total_deaths
2020-04-03T00:00:00.000Z,3,0,0
2020-04-04T00:00:00.000Z,3,0,0
2020-04-05T00:00:00.000Z,3,0,0
2020-04-06T00:00:00.000Z,3,0,0
2020-04-07T00:00:00.000Z,3,0,0
2020-04-08T00:00:00.000Z,6,0,0
2020-04-09T00:00:00.000Z,6,0,0
2020-04-10T00:00:00.000Z,8,0,0
2020-04-11T00:00:00.000Z,8,0,0
2020-04-12T00:00:00.000Z,8,0,0
2020-04-13T00:00:00.000Z,9,0,0
2020-04-14T00:00:00.000Z,9,0,0
2020-04-15T00:00:00.000Z,9,0,0
2020-04-16T00:00:00.000Z,10,0,0
2020-04-17T00:00:00.000Z,16,4,0
2020-04-18T00:00:00.000Z,19,4,0
2020-04-19T00:00:00.000Z,20,4,0
2020-04-20T00:00:00.000Z,22,4,0
2020-04-21T00:00:00.000Z,43,4,0
2020-04-22T00:00:00.000Z,52,6,0
2020-04-23T00:00:00.000Z,66,6,0
2020-04-24T00:00:00.000Z,80,9,0
2020-04-25T00:00:00.000Z,86,9,0
2020-04-26T00:00:00.000Z,86,9,0
2020-04-27T00:00:00.000Z,101,9,0
2020-04-28T00:00:00.000Z,113,9,0
2020-04-29T00:00:00.000Z,118,9,0
2020-04-30T00:00:00.000Z,124,9,0
2020-05-01T00:00:00.000Z,131,13,0
2020-05-02T00:00:00.000Z,134,13,0
2020-05-03T00:00:00.000Z,143,13,0
2020-05-04T00:00:00.000Z,145,15,0
2020-05-05T00:00:00.000Z,148,15,0
2020-05-06T00:00:00.000Z,153,20,0
2020-05-07T00:00:00.000Z,159,23,0
2020-05-08T00:00:00.000Z,170,23,0
2020-05-09T00:00:00.000Z,175,34,1
2020-05-10T00:00:00.000Z,179,34,1
2020-05-11T00:00:00.000Z,185,39,1
2020-05-12T00:00:00.000Z,188,39,1
2020-05-13T00:00:00.000Z,212,48,1
2020-05-14T00:00:00.000Z,218,49,1
2020-05-15T00:00:00.000Z,222,60,2
2020-05-16T00:00:00.000Z,225,62,2
2020-05-17T00:00:00.000Z,230,66,2
2020-05-18T00:00:00.000Z,230,85,2
2020-05-19T00:00:00.000Z,236,87,2
2020-05-20T00:00:00.000Z,246,89,2
2020-05-21T00:00:00.000Z,261,90,2
2020-05-22T00:00:00.000Z,262,97,2
2020-05-23T00:00:00.000Z,263,113,2
2020-05-24T00:00:00.000Z,266,150,2
2020-05-25T00:00:00.000Z,267,150,2
2020-05-26T00:00:00.000Z,272,168,3
2020-05-27T00:00:00.000Z,274,174,3
2020-05-28T00:00:00.000Z,281,181,3
2020-05-29T00:00:00.000Z,288,184,3
2020-05-30T00:00:00.000Z,299,198,3
2020-05-31T00:00:00.000Z,309,198,3
2020-06-01T00:00:00.000Z,314,198,3
2020-06-02T00:00:00.000Z,314,211,3
2020-06-03T00:00:00.000Z,317,229,4
2020-06-04T00:00:00.000Z,323,240,4
2020-06-05T00:00:00.000Z,329,247,4
2020-06-06T00:00:00.000Z,336,249,4
2020-06-07T00:00:00.000Z,343,249,4
2020-06-08T00:00:00.000Z,347,250,4
