date,total_cases,cured,total_deaths
2020-03-15T00:00:00.000Z,1,0,0
2020-03-16T00:00:00.000Z,1,0,0
2020-03-17T00:00:00.000Z,1,0,0
2020-03-18T00:00:00.000Z,1,0,0
2020-03-19T00:00:00.000Z,1,0,0
2020-03-20T00:00:00.000Z,1,0,0
2020-03-21T00:00:00.000Z,1,0,0
2020-03-22T00:00:00.000Z,1,0,0
2020-03-23T00:00:00.000Z,1,0,0
2020-03-24T00:00:00.000Z,1,0,0
2020-03-25T00:00:00.000Z,1,0,0
2020-03-26T00:00:00.000Z,1,0,0
2020-03-27T00:00:00.000Z,1,0,0
2020-03-28T00:00:00.000Z,1,0,0
2020-03-29T00:00:00.000Z,2,0,0
2020-03-30T00:00:00.000Z,5,0,0
2020-03-31T00:00:00.000Z,5,1,0
2020-04-01T00:00:00.000Z,5,1,0
2020-04-02T00:00:00.000Z,6,1,0
2020-04-03T00:00:00.000Z,6,1,0
2020-04-04T00:00:00.000Z,7,1,0
2020-04-05T00:00:00.000Z,7,1,0
2020-04-06T00:00:00.000Z,11,1,0
2020-04-07T00:00:00.000Z,14,1,0
2020-04-08T00:00:00.000Z,18,1,0
2020-04-09T00:00:00.000Z,18,1,0
2020-04-10T00:00:00.000Z,26,1,0
2020-04-11T00:00:00.000Z,26,2,0
2020-04-12T00:00:00.000Z,31,3,0
2020-04-13T00:00:00.000Z,31,3,1
2020-04-14T00:00:00.000Z,41,3,1
2020-04-15T00:00:00.000Z,45,3,1
2020-04-16T00:00:00.000Z,58,3,2
2020-04-17T00:00:00.000Z,70,9,2
2020-04-18T00:00:00.000Z,81,9,2
2020-04-19T00:00:00.000Z,90,11,2
2020-04-20T00:00:00.000Z,112,11,2
2020-04-21T00:00:00.000Z,122,11,2
2020-04-22T00:00:00.000Z,144,12,2
2020-04-23T00:00:00.000Z,176,13,2
2020-04-24T00:00:00.000Z,202,16,2
2020-04-25T00:00:00.000Z,221,28,2
2020-04-26T00:00:00.000Z,242,31,2
2020-04-27T00:00:00.000Z,269,31,2
2020-04-28T00:00:00.000Z,299,31,3
2020-04-29T00:00:00.000Z,327,38,3
2020-04-30T00:00:00.000Z,355,40,4
2020-05-01T00:00:00.000Z,383,47,5
2020-05-02T00:00:00.000Z,419,47,5
2020-05-03T00:00:00.000Z,454,59,5
2020-05-04T00:00:00.000Z,485,66,5
2020-05-05T00:00:00.000Z,524,71,5
2020-05-06T00:00:00.000Z,540,71,5
2020-05-07T00:00:00.000Z,574,91,6
2020-05-08T00:00:00.000Z,613,118,6
2020-05-09T00:00:00.000Z,659,183,6
2020-05-10T00:00:00.000Z,707,208,6
2020-05-11T00:00:00.000Z,798,208,6
2020-05-12T00:00:00.000Z,852,208,8
2020-05-13T00:00:00.000Z,942,228,8
2020-05-14T00:00:00.000Z,994,269,8
2020-05-15T00:00:00.000Z,1073,299,9
2020-05-16T00:00:00.000Z,1149,347,9
2020-05-17T00:00:00.000Z,1222,361,9
2020-05-18T00:00:00.000Z,1292,367,9
2020-05-19T00:00:00.000Z,1361,395,11
2020-05-20T00:00:00.000Z,1428,443,12
2020-05-21T00:00:00.000Z,1499,464,12
2020-05-22T00:00:00.000Z,1581,520,12
2020-05-23T00:00:00.000Z,1654,583,12
2020-05-24T00:00:00.000Z,1736,588,13
2020-05-25T00:00:00.000Z,1825,602,15
2020-05-26T00:00:00.000Z,1901,658,15
2020-05-27T00:00:00.000Z,1980,716,15
2020-05-28T00:00:00.000Z,2059,771,15
2020-05-29T00:00:00.000Z,2140,805,18
2020-05-30T00:00:00.000Z,2223,876,18
2020-05-31T00:00:00.000Z,2310,910,19
