date,total_cases,cured,total_deaths
2020-06-11T00:00:00.000Z,6954,2702,59
2020-06-12T00:00:00.000Z,7152,2831,64
2020-06-13T00:00:00.000Z,7314,2875,65
2020-06-14T00:00:00.000Z,7481,2931,67
2020-06-15T00:00:00.000Z,7641,2979,67
2020-06-16T00:00:00.000Z,7799,3159,71
2020-06-17T00:00:00.000Z,7951,3320,72
2020-06-18T00:00:00.000Z,8097,3526,76
2020-06-19T00:00:00.000Z,8236,3878,80
2020-06-20T00:00:00.000Z,8381,4018,85
2020-06-21T00:00:00.000Z,8534,4109,90
2020-06-22T00:00:00.000Z,8675,4198,90
2020-06-23T00:00:00.000Z,8815,4378,94
2020-06-24T00:00:00.000Z,8950,4651,97
2020-06-25T00:00:00.000Z,9074,4778,100
2020-06-26T00:00:00.000Z,9195,5082,105
2020-06-27T00:00:00.000Z,9311,5353,115
2020-06-28T00:00:00.000Z,9420,5482,117
2020-06-29T00:00:00.000Z,9517,5516,120
2020-06-30T00:00:00.000Z,9611,5744,125
2020-07-01T00:00:00.000Z,9706,6103,127
2020-07-02T00:00:00.000Z,9796,6173,130
2020-07-03T00:00:00.000Z,9888,6444,134
2020-07-04T00:00:00.000Z,9982,6720,137
2020-07-05T00:00:00.000Z,10075,6823,139
2020-07-06T00:00:00.000Z,10166,6869,141
2020-07-07T00:00:00.000Z,10256,7068,146
2020-07-08T00:00:00.000Z,10350,7383,149
2020-07-09T00:00:00.000Z,10441,7610,152
2020-07-10T00:00:00.000Z,10533,7760,156
2020-07-11T00:00:00.000Z,10628,7954,161
2020-07-12T00:00:00.000Z,10726,8073,163
2020-07-13T00:00:00.000Z,10823,8097,164
2020-07-14T00:00:00.000Z,10922,8291,167
2020-07-15T00:00:00.000Z,11019,8451,172
2020-07-16T00:00:00.000Z,11117,8619,173
2020-07-17T00:00:00.000Z,11214,8745,178
2020-07-18T00:00:00.000Z,11316,8874,183
2020-07-19T00:00:00.000Z,11419,8909,183
2020-07-20T00:00:00.000Z,11534,8926,183
2020-07-21T00:00:00.000Z,11657,9152,187
2020-07-22T00:00:00.000Z,11778,9288,192
2020-07-23T00:00:00.000Z,11898,9444,197
2020-07-24T00:00:00.000Z,12020,9580,201
2020-07-25T00:00:00.000Z,12144,9723,203
2020-07-26T00:00:00.000Z,12270,9738,203
2020-07-27T00:00:00.000Z,12405,9802,205
2020-07-28T00:00:00.000Z,12538,9980,210
2020-07-29T00:00:00.000Z,12674,10139,215
2020-07-30T00:00:00.000Z,12808,10285,219
2020-07-31T00:00:00.000Z,12941,10382,225
2020-08-01T00:00:00.000Z,13074,10515,230
2020-08-02T00:00:00.000Z,13205,10539,233
2020-08-03T00:00:00.000Z,13335,10572,236
2020-08-04T00:00:00.000Z,13464,10748,240
2020-08-05T00:00:00.000Z,13593,10861,245
2020-08-06T00:00:00.000Z,13723,11005,249
2020-08-07T00:00:00.000Z,13851,11198,255
2020-08-08T00:00:00.000Z,13980,11340,261
2020-08-09T00:00:00.000Z,14107,11379,261
2020-08-10T00:00:00.000Z,14235,11480,261
2020-08-11T00:00:00.000Z,14361,11640,268
2020-08-12T00:00:00.000Z,14488,11880,271
2020-08-13T00:00:00.000Z,14613,12002,274
2020-08-14T00:00:00.000Z,14739,12117,278
2020-08-15T00:00:00.000Z,14867,12301,284
2020-08-16T00:00:00.000Z,14996,12332,287
2020-08-17T00:00:00.000Z,15123,12384,288
2020-08-18T00:00:00.000Z,15251,12516,293
2020-08-19T00:00:00.000Z,15377,12805,298
2020-08-20T00:00:00.000Z,15504,13003,301
2020-08-21T00:00:00.000Z,15632,13159,301
2020-08-22T00:00:00.000Z,15761,13318,306
2020-08-23T00:00:00.000Z,15887,13365,308
2020-08-24T00:00:00.000Z,16018,13383,312
2020-08-25T00:00:00.000Z,16148,13693,318
2020-08-26T00:00:00.000Z,16278,13929,326
2020-08-27T00:00:00.000Z,16406,14101,332
2020-08-28T00:00:00.000Z,16538,14237,338
2020-08-29T00:00:00.000Z,16665,14352,344
2020-08-30T00:00:00.000Z,16799,14416,348
2020-08-31T00:00:00.000Z,16927,14461,351
2020-09-01T00:00:00.000Z,17060,14608,354
2020-09-02T00:00:00.000Z,17205,14690,359
2020-09-03T00:00:00.000Z,17344,14802,363
2020-09-04T00:00:00.000Z,17486,14897,369
2020-09-05T00:00:00.000Z,17630,14995,373
2020-09-06T00:00:00.000Z,17785,15022,373
2020-09-07T00:00:00.000Z,17936,15059,373
2020-09-08T00:00:00.000Z,18083,15144,378
2020-09-09T00:00:00.000Z,18236,15216,383
2020-09-10T00:00:00.000Z,18391,15305,389
2020-09-11T00:00:00.000Z,18549,15394,393
2020-09-12T00:00:00.000Z,18708,15495,397
2020-09-13T00:00:00.000Z,18870,15511,400
2020-09-14T00:00:00.000Z,19030,15551,403
2020-09-15T00:00:00.000Z,19195,15640,410
2020-09-16T00:00:00.000Z,19362,15747,416
2020-09-17T00:00:00.000Z,19533,15895,423
2020-09-18T00:00:00.000Z,19705,15954,430
2020-09-19T00:00:00.000Z,19885,16054,436
2020-09-20T00:00:00.000Z,20063,16127,441
2020-09-21T00:00:00.000Z,20240,16158,445
2020-09-22T00:00:00.000Z,20421,16297,451
2020-09-23T00:00:00.000Z,20604,16436,460
2020-09-24T00:00:00.000Z,20793,16580,468
2020-09-25T00:00:00.000Z,20980,16674,468
2020-09-26T00:00:00.000Z,21169,16824,477
2020-09-27T00:00:00.000Z,21357,16897,486
2020-09-28T00:00:00.000Z,21550,16938,486
2020-09-29T00:00:00.000Z,21740,17125,486
2020-09-30T00:00:00.000Z,21938,17322,495
2020-10-01T00:00:00.000Z,22143,17633,504
2020-10-02T00:00:00.000Z,22352,17749,514
2020-10-03T00:00:00.000Z,22571,17976,523
2020-10-04T00:00:00.000Z,22805,18105,532
2020-10-05T00:00:00.000Z,23049,18175,541
2020-10-06T00:00:00.000Z,23302,18426,551
2020-10-07T00:00:00.000Z,23557,18668,559
2020-10-08T00:00:00.000Z,23818,18917,559
2020-10-09T00:00:00.000Z,24083,19203,568
2020-10-10T00:00:00.000Z,24352,19512,578
2020-10-11T00:00:00.000Z,24624,19752,587
