date,total_cases,cured,total_deaths
2020-03-25T00:00:00.000Z,1,0,0
2020-03-26T00:00:00.000Z,1,0,0
2020-03-27T00:00:00.000Z,2,0,0
2020-03-28T00:00:00.000Z,2,0,0
2020-03-29T00:00:00.000Z,2,0,0
2020-03-30T00:00:00.000Z,2,0,0
2020-03-31T00:00:00.000Z,5,0,0
2020-04-01T00:00:00.000Z,5,0,0
2020-04-02T00:00:00.000Z,9,0,0
2020-04-03T00:00:00.000Z,9,0,0
2020-04-04T00:00:00.000Z,9,0,0
2020-04-05T00:00:00.000Z,9,0,0
2020-04-06T00:00:00.000Z,9,0,0
2020-04-07T00:00:00.000Z,17,0,0
2020-04-08T00:00:00.000Z,21,0,0
2020-04-09T00:00:00.000Z,24,1,0
2020-04-10T00:00:00.000Z,29,2,0
2020-04-11T00:00:00.000Z,38,4,0
2020-04-12T00:00:00.000Z,52,4,0
2020-04-13T00:00:00.000Z,78,5,0
2020-04-14T00:00:00.000Z,98,5,0
2020-04-15T00:00:00.000Z,104,8,0
2020-04-16T00:00:00.000Z,145,8,0
2020-04-17T00:00:00.000Z,168,10,0
2020-04-18T00:00:00.000Z,197,12,0
2020-04-19T00:00:00.000Z,232,13,0
2020-04-20T00:00:00.000Z,292,13,0
2020-04-21T00:00:00.000Z,346,13,0
2020-04-22T00:00:00.000Z,398,15,0
2020-04-23T00:00:00.000Z,469,18,0
2020-04-24T00:00:00.000Z,533,18,0
2020-04-25T00:00:00.000Z,584,18,0
2020-04-26T00:00:00.000Z,649,37,1
2020-04-27T00:00:00.000Z,714,40,2
2020-04-28T00:00:00.000Z,778,89,2
2020-04-29T00:00:00.000Z,864,89,3
2020-04-30T00:00:00.000Z,943,89,6
2020-05-01T00:00:00.000Z,1026,98,9
2020-05-02T00:00:00.000Z,1106,101,9
2020-05-03T00:00:00.000Z,1178,112,9
2020-05-04T00:00:00.000Z,1263,123,10
2020-05-05T00:00:00.000Z,1353,147,11
2020-05-06T00:00:00.000Z,1434,168,12
2020-05-07T00:00:00.000Z,1514,195,12
2020-05-08T00:00:00.000Z,1594,262,16
2020-05-09T00:00:00.000Z,1674,338,19
2020-05-10T00:00:00.000Z,1763,388,21
2020-05-11T00:00:00.000Z,1851,407,22
2020-05-12T00:00:00.000Z,1946,455,24
2020-05-13T00:00:00.000Z,2033,506,25
2020-05-14T00:00:00.000Z,2111,578,25
2020-05-15T00:00:00.000Z,2200,629,25
2020-05-16T00:00:00.000Z,2312,719,28
2020-05-17T00:00:00.000Z,2427,797,31
2020-05-18T00:00:00.000Z,2514,809,31
2020-05-19T00:00:00.000Z,2645,874,31
2020-05-20T00:00:00.000Z,2784,989,33
2020-05-21T00:00:00.000Z,2926,1071,33
2020-05-22T00:00:00.000Z,3064,1111,34
2020-05-23T00:00:00.000Z,3417,1200,34
2020-05-24T00:00:00.000Z,3569,1251,34
2020-05-25T00:00:00.000Z,3727,1281,34
2020-05-26T00:00:00.000Z,3930,1354,34
2020-05-27T00:00:00.000Z,4133,1441,34
2020-05-28T00:00:00.000Z,4287,1529,35
2020-05-29T00:00:00.000Z,4428,1590,36
2020-05-30T00:00:00.000Z,4580,1672,38
2020-05-31T00:00:00.000Z,4758,1717,38
2020-06-01T00:00:00.000Z,4942,1742,38
2020-06-02T00:00:00.000Z,5195,1834,40
2020-06-03T00:00:00.000Z,5373,1950,40
2020-06-04T00:00:00.000Z,5557,2049,43
2020-06-05T00:00:00.000Z,5753,2157,43
2020-06-06T00:00:00.000Z,5965,2245,46
2020-06-07T00:00:00.000Z,6166,2310,47
2020-06-08T00:00:00.000Z,6355,2343,48
2020-06-09T00:00:00.000Z,6542,2469,51
2020-06-10T00:00:00.000Z,6734,2550,54
