date,total_cases,cured,total_deaths
2020-04-01T00:00:00.000Z,2,0,0
2020-04-02T00:00:00.000Z,4,0,0
2020-04-03T00:00:00.000Z,4,0,0
2020-04-04T00:00:00.000Z,5,0,0
2020-04-05T00:00:00.000Z,5,0,0
2020-04-06T00:00:00.000Z,8,0,0
2020-04-07T00:00:00.000Z,9,0,0
2020-04-08T00:00:00.000Z,15,0,1
2020-04-09T00:00:00.000Z,22,0,1
2020-04-10T00:00:00.000Z,27,1,1
2020-04-11T00:00:00.000Z,27,1,1
2020-04-12T00:00:00.000Z,34,1,1
2020-04-13T00:00:00.000Z,34,1,2
2020-04-14T00:00:00.000Z,52,1,2
2020-04-15T00:00:00.000Z,52,1,2
2020-04-16T00:00:00.000Z,52,3,2
2020-04-17T00:00:00.000Z,65,3,2
2020-04-18T00:00:00.000Z,94,5,2
2020-04-19T00:00:00.000Z,120,7,2
2020-04-20T00:00:00.000Z,145,8,2
2020-04-21T00:00:00.000Z,177,8,2
2020-04-22T00:00:00.000Z,211,8,2
2020-04-23T00:00:00.000Z,242,18,2
2020-04-24T00:00:00.000Z,275,18,2
2020-04-25T00:00:00.000Z,305,35,2
2020-04-26T00:00:00.000Z,348,35,2
2020-04-27T00:00:00.000Z,401,57,2
2020-04-28T00:00:00.000Z,549,57,2
2020-04-29T00:00:00.000Z,670,72,2
2020-04-30T00:00:00.000Z,763,72,3
2020-05-01T00:00:00.000Z,836,84,4
2020-05-02T00:00:00.000Z,921,86,4
2020-05-03T00:00:00.000Z,990,86,6
2020-05-04T00:00:00.000Z,1069,86,6
2020-05-05T00:00:00.000Z,1160,158,7
2020-05-06T00:00:00.000Z,1253,158,7
2020-05-07T00:00:00.000Z,1342,241,9
2020-05-08T00:00:00.000Z,1436,262,10
2020-05-09T00:00:00.000Z,1505,296,10
2020-05-10T00:00:00.000Z,1575,296,10
2020-05-11T00:00:00.000Z,1647,296,10
2020-05-12T00:00:00.000Z,1723,305,12
2020-05-13T00:00:00.000Z,1801,436,13
2020-05-14T00:00:00.000Z,1871,797,13
2020-05-15T00:00:00.000Z,1943,903,13
2020-05-16T00:00:00.000Z,2016,1018,15
2020-05-17T00:00:00.000Z,2090,1041,15
2020-05-18T00:00:00.000Z,2165,1050,15
2020-05-19T00:00:00.000Z,2242,1105,15
2020-05-20T00:00:00.000Z,2314,1164,18
2020-05-21T00:00:00.000Z,2387,1205,22
2020-05-22T00:00:00.000Z,2456,1371,22
2020-05-23T00:00:00.000Z,2523,1416,23
2020-05-24T00:00:00.000Z,2585,1498,27
2020-05-25T00:00:00.000Z,2645,1499,27
2020-05-26T00:00:00.000Z,2702,1570,32
2020-05-27T00:00:00.000Z,2755,1625,32
2020-05-28T00:00:00.000Z,2807,1660,37
2020-05-29T00:00:00.000Z,2858,1758,43
2020-05-30T00:00:00.000Z,2907,1918,46
2020-05-31T00:00:00.000Z,2957,1952,46
2020-06-01T00:00:00.000Z,3005,1968,50
2020-06-02T00:00:00.000Z,3055,2070,56
2020-06-03T00:00:00.000Z,3104,2231,57
2020-06-04T00:00:00.000Z,3151,2536,57
2020-06-05T00:00:00.000Z,3197,2702,57
2020-06-06T00:00:00.000Z,3241,3033,57
