date,total_cases,cured,total_deaths
2020-03-17T00:00:00.000Z,1,0,0
2020-03-18T00:00:00.000Z,1,0,0
2020-03-19T00:00:00.000Z,3,0,0
2020-03-20T00:00:00.000Z,3,0,0
2020-03-21T00:00:00.000Z,3,0,0
2020-03-22T00:00:00.000Z,3,0,0
2020-03-23T00:00:00.000Z,3,0,0
2020-03-24T00:00:00.000Z,3,0,0
2020-03-25T00:00:00.000Z,3,0,0
2020-03-26T00:00:00.000Z,3,0,0
2020-03-27T00:00:00.000Z,3,0,0
2020-03-28T00:00:00.000Z,3,0,0
2020-03-29T00:00:00.000Z,3,3,0
2020-03-30T00:00:00.000Z,3,2,0
2020-03-31T00:00:00.000Z,3,2,0
2020-04-01T00:00:00.000Z,6,2,0
2020-04-02T00:00:00.000Z,6,2,0
2020-04-03T00:00:00.000Z,6,2,0
2020-04-04T00:00:00.000Z,7,2,0
2020-04-05T00:00:00.000Z,7,2,0
2020-04-06T00:00:00.000Z,15,2,0
2020-04-07T00:00:00.000Z,15,3,0
2020-04-08T00:00:00.000Z,21,3,0
2020-04-09T00:00:00.000Z,21,3,0
2020-04-10T00:00:00.000Z,33,3,0
2020-04-11T00:00:00.000Z,33,6,0
2020-04-12T00:00:00.000Z,48,6,0
2020-04-13T00:00:00.000Z,48,6,0
2020-04-14T00:00:00.000Z,83,6,0
2020-04-15T00:00:00.000Z,83,6,0
2020-04-16T00:00:00.000Z,133,6,0
2020-04-17T00:00:00.000Z,133,8,0
2020-04-18T00:00:00.000Z,187,8,0
2020-04-19T00:00:00.000Z,187,8,0
2020-04-20T00:00:00.000Z,209,8,0
2020-04-21T00:00:00.000Z,222,14,0
2020-04-22T00:00:00.000Z,240,14,0
2020-04-23T00:00:00.000Z,263,25,0
2020-04-24T00:00:00.000Z,298,37,1
2020-04-25T00:00:00.000Z,343,47,1
2020-04-26T00:00:00.000Z,399,47,1
2020-04-27T00:00:00.000Z,460,48,1
2020-04-28T00:00:00.000Z,493,50,1
2020-04-29T00:00:00.000Z,537,77,1
