Entity,Date,Stringency Index (OxBSG)
Bolivia,2020-01-01,0.0
Bolivia,2020-01-02,0.0
Bolivia,2020-01-03,0.0
Bolivia,2020-01-04,0.0
Bolivia,2020-01-05,0.0
Bolivia,2020-01-06,0.0
Bolivia,2020-01-07,0.0
Bolivia,2020-01-08,0.0
Bolivia,2020-01-09,0.0
Bolivia,2020-01-10,0.0
Bolivia,2020-01-11,0.0
Bolivia,2020-01-12,0.0
Bolivia,2020-01-13,0.0
Bolivia,2020-01-14,0.0
Bolivia,2020-01-15,0.0
Bolivia,2020-01-16,0.0
Bolivia,2020-01-17,0.0
Bolivia,2020-01-18,0.0
Bolivia,2020-01-19,0.0
Bolivia,2020-01-20,0.0
Bolivia,2020-01-21,0.0
Bolivia,2020-01-22,0.0
Bolivia,2020-01-23,0.0
Bolivia,2020-01-24,0.0
Bolivia,2020-01-25,0.0
Bolivia,2020-01-26,0.0
Bolivia,2020-01-27,0.0
Bolivia,2020-01-28,0.0
Bolivia,2020-01-29,0.0
Bolivia,2020-01-30,0.0
Bolivia,2020-01-31,0.0
Bolivia,2020-02-01,0.0
Bolivia,2020-02-02,0.0
Bolivia,2020-02-03,0.0
Bolivia,2020-02-04,0.0
Bolivia,2020-02-05,0.0
Bolivia,2020-02-06,0.0
Bolivia,2020-02-07,0.0
Bolivia,2020-02-08,0.0
Bolivia,2020-02-09,0.0
Bolivia,2020-02-10,0.0
Bolivia,2020-02-11,0.0
Bolivia,2020-02-12,0.0
Bolivia,2020-02-13,0.0
Bolivia,2020-02-14,0.0
Bolivia,2020-02-15,0.0
Bolivia,2020-02-16,0.0
Bolivia,2020-02-17,0.0
Bolivia,2020-02-18,0.0
Bolivia,2020-02-19,0.0
Bolivia,2020-02-20,0.0
Bolivia,2020-02-21,0.0
Bolivia,2020-02-22,0.0
Bolivia,2020-02-23,0.0
Bolivia,2020-02-24,0.0
Bolivia,2020-02-25,0.0
Bolivia,2020-02-26,0.0
Bolivia,2020-02-27,0.0
Bolivia,2020-02-28,0.0
Bolivia,2020-02-29,0.0
Bolivia,2020-03-01,0.0
Bolivia,2020-03-02,0.0
Bolivia,2020-03-03,0.0
Bolivia,2020-03-04,0.0
Bolivia,2020-03-05,0.0
Bolivia,2020-03-06,0.0
Bolivia,2020-03-07,0.0
Bolivia,2020-03-08,0.0
Bolivia,2020-03-09,0.0
Bolivia,2020-03-10,5.56
Bolivia,2020-03-11,5.56
Bolivia,2020-03-12,30.56
Bolivia,2020-03-13,44.44
Bolivia,2020-03-14,44.44
Bolivia,2020-03-15,44.44
Bolivia,2020-03-16,52.78
Bolivia,2020-03-17,68.52
Bolivia,2020-03-18,75.0
Bolivia,2020-03-19,75.0
Bolivia,2020-03-20,75.0
Bolivia,2020-03-21,86.11
Bolivia,2020-03-22,93.52
Bolivia,2020-03-23,93.52
Bolivia,2020-03-24,93.52
Bolivia,2020-03-25,93.52
Bolivia,2020-03-26,93.52
Bolivia,2020-03-27,93.52
Bolivia,2020-03-28,93.52
Bolivia,2020-03-29,93.52
Bolivia,2020-03-30,93.52
Bolivia,2020-03-31,96.3
Bolivia,2020-04-01,96.3
Bolivia,2020-04-02,96.3
Bolivia,2020-04-03,96.3
Bolivia,2020-04-04,96.3
Bolivia,2020-04-05,96.3
Bolivia,2020-04-06,96.3
Bolivia,2020-04-07,96.3
Bolivia,2020-04-08,96.3
Bolivia,2020-04-09,96.3
Bolivia,2020-04-10,96.3
Bolivia,2020-04-11,96.3
Bolivia,2020-04-12,96.3
Bolivia,2020-04-13,96.3
Bolivia,2020-04-14,96.3
Bolivia,2020-04-15,96.3
Bolivia,2020-04-16,96.3
Bolivia,2020-04-17,96.3
Bolivia,2020-04-18,96.3
Bolivia,2020-04-19,96.3
Bolivia,2020-04-20,96.3
Bolivia,2020-04-21,96.3
Bolivia,2020-04-22,96.3
Bolivia,2020-04-23,96.3
Bolivia,2020-04-24,96.3
Bolivia,2020-04-25,96.3
Bolivia,2020-04-26,96.3
Bolivia,2020-04-27,96.3
Bolivia,2020-04-28,96.3
Bolivia,2020-04-29,96.3
Bolivia,2020-04-30,96.3
Bolivia,2020-05-01,96.3
Bolivia,2020-05-02,96.3
Bolivia,2020-05-03,96.3
Bolivia,2020-05-04,96.3
Bolivia,2020-05-05,96.3
Bolivia,2020-05-06,96.3
Bolivia,2020-05-07,96.3
Bolivia,2020-05-08,96.3
Bolivia,2020-05-09,96.3
Bolivia,2020-05-10,96.3
Bolivia,2020-05-11,96.3
Bolivia,2020-05-12,96.3
Bolivia,2020-05-13,96.3
Bolivia,2020-05-14,96.3
Bolivia,2020-05-15,96.3
Bolivia,2020-05-16,96.3
Bolivia,2020-05-17,96.3
Bolivia,2020-05-18,96.3
Bolivia,2020-05-19,96.3
Bolivia,2020-05-20,96.3
Bolivia,2020-05-21,96.3
Bolivia,2020-05-22,96.3
Bolivia,2020-05-23,96.3
Bolivia,2020-05-24,96.3
Bolivia,2020-05-25,93.52
Bolivia,2020-05-26,93.52
Bolivia,2020-05-27,93.52
Bolivia,2020-05-28,93.52
Bolivia,2020-05-29,93.52
Bolivia,2020-05-30,93.52
Bolivia,2020-05-31,93.52
Bolivia,2020-06-01,88.89
Bolivia,2020-06-02,88.89
Bolivia,2020-06-03,88.89
Bolivia,2020-06-04,88.89
Bolivia,2020-06-05,88.89
Bolivia,2020-06-06,88.89
Bolivia,2020-06-07,88.89
Bolivia,2020-06-08,88.89
Bolivia,2020-06-09,88.89
Bolivia,2020-06-10,88.89
Bolivia,2020-06-11,88.89
Bolivia,2020-06-12,88.89
Bolivia,2020-06-13,88.89
Bolivia,2020-06-14,88.89
Bolivia,2020-06-15,88.89
Bolivia,2020-06-16,88.89
Bolivia,2020-06-17,88.89
Bolivia,2020-06-18,88.89
Bolivia,2020-06-19,88.89
Bolivia,2020-06-20,90.74
Bolivia,2020-06-21,90.74
Bolivia,2020-06-22,90.74
Bolivia,2020-06-23,90.74
Bolivia,2020-06-24,88.89
Bolivia,2020-06-25,88.89
Bolivia,2020-06-26,89.81
Bolivia,2020-06-27,89.81
Bolivia,2020-06-28,89.81
Bolivia,2020-06-29,89.81
