time,total_cases,daily_cases,total_currently_infected,total_death,death_per_day,new_recoveries
2020-02-15,0,0,0,0,0,0
2020-02-16,0,0,0,0,0,0
2020-02-17,0,0,0,0,0,0
2020-02-18,0,0,0,0,0,0
2020-02-19,0,0,0,0,0,0
2020-02-20,0,0,0,0,0,0
2020-02-21,0,0,0,0,0,0
2020-02-22,0,0,0,0,0,0
2020-02-23,0,0,0,0,0,0
2020-02-24,0,0,0,0,0,0
2020-02-25,0,0,0,0,0,0
2020-02-26,0,0,0,0,0,0
2020-02-27,0,0,0,0,0,0
2020-02-28,0,0,0,0,0,0
2020-02-29,0,0,0,0,0,0
2020-03-01,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0
2020-03-03,1,0,1,0,0,0
2020-03-04,1,0,1,0,0,0
2020-03-05,2,1,2,0,0,0
2020-03-06,8,6,8,0,0,0
2020-03-07,9,1,8,1,0,0
2020-03-08,12,3,10,2,1,0
2020-03-09,17,5,15,2,0,0
2020-03-10,19,2,17,2,0,0
2020-03-11,21,2,18,3,1,0
2020-03-12,31,10,28,3,0,0
2020-03-13,34,3,28,6,3,0
2020-03-14,45,11,39,6,0,0
2020-03-15,56,11,47,6,0,3
2020-03-16,65,9,56,6,0,0
2020-03-17,79,14,70,6,0,0
2020-03-18,97,18,88,6,0,0
2020-03-19,128,31,116,9,3,0
2020-03-20,158,30,146,9,0,0
2020-03-21,158,0,143,12,3,0
2020-03-22,266,108,227,12,0,24
2020-03-23,301,35,238,12,0,24
2020-03-24,387,86,318,17,5,1
2020-03-25,502,115,428,22,5,0
2020-03-26,589,87,485,32,10,20
2020-03-27,589,0,482,35,3,0
2020-03-28,745,156,622,51,16,0
2020-03-29,820,75,675,54,3,19
2020-03-30,820,0,530,62,8,137
2020-03-31,1054,234,742,72,10,12
2020-04-01,1133,79,800,85,13,8
2020-04-02,1265,132,914,95,10,8
2020-04-03,1353,88,976,111,16,10
2020-04-04,1451,98,1058,114,3,13
2020-04-05,1554,103,1152,122,8,1
2020-04-06,1628,74,1163,140,18,45
2020-04-07,1715,87,1219,158,18,13
2020-04-08,1795,80,1266,171,13,20
2020-04-09,1894,99,1321,208,37,7
2020-04-10,1975,81,1384,216,8,10
2020-04-11,2142,167,1468,234,18,65
2020-04-12,2142,0,1437,237,3,28
2020-04-13,2277,135,1504,258,21,47
2020-04-14,2277,0,1450,268,10,44
2020-04-15,2571,294,1681,294,26,37
2020-04-16,2669,98,1718,320,26,35
2020-04-17,2669,0,1680,323,3,35
2020-04-18,2839,170,1807,347,24,19
2020-04-19,2941,102,1880,352,5,24
2020-04-20,3031,90,1921,373,21,28
2020-04-21,3144,113,1907,397,24,103
2020-04-22,3288,144,1998,418,21,32
2020-04-23,3435,147,2082,434,16,47
2020-04-24,3607,172,2168,463,29,57
2020-04-25,3780,173,2263,487,24,54
2020-04-26,3892,112,2280,505,18,77
2020-04-27,4003,111,2345,518,13,33
2020-04-28,4127,124,2421,544,26,22
2020-04-29,4285,158,2531,562,18,30
2020-04-30,4428,143,2600,572,10,64
2020-05-01,4532,104,2650,590,18,36
2020-05-02,4681,149,2740,621,31,28
2020-05-03,4783,102,2784,645,24,34
2020-05-04,4887,104,2763,682,37,88
2020-05-05,5020,133,2856,692,10,30
2020-05-06,5208,188,2968,716,24,52
2020-05-07,5371,163,3030,740,24,77
2020-05-08,5611,240,3183,769,29,58
2020-05-09,5776,165,3261,787,18,69
2020-05-10,6034,258,3477,800,13,29
2020-05-11,6278,244,3617,824,24,80
2020-05-12,6563,285,3864,837,13,25
2020-05-13,6879,316,3750,863,26,404
2020-05-14,7134,255,3823,926,63,119
2020-05-15,7479,345,4048,934,8,112
2020-05-16,7805,326,4319,952,18,37
2020-05-17,8068,263,4521,978,26,35
2020-05-18,8371,303,4744,1002,24,56
2020-05-19,8809,438,4906,1031,29,247
2020-05-20,9283,474,5293,1057,26,61
2020-05-21,9931,648,5808,1091,34,99
2020-05-22,10649,718,6451,1136,45,30
2020-05-23,11353,704,6656,1167,31,468
2020-05-24,12076,723,7159,1185,18,202
2020-05-25,12628,552,7405,1224,39,267
2020-05-26,13228,600,7792,1269,45,168
2020-05-27,13933,705,8273,1311,42,182
2020-05-28,14702,769,8753,1332,21,268
2020-05-29,15419,717,9268,1363,31,171
2020-05-30,16214,795,10042,1384,21,0
2020-05-31,16851,637,10102,1413,29,548
2020-06-01,17415,564,10436,1458,45,185
2020-06-02,18319,904,11118,1492,34,188
2020-06-03,19268,949,11843,1529,37,187
2020-06-04,20197,929,12609,1595,66,97
2020-06-05,21037,840,13291,1658,63,95
2020-06-06,22020,983,14140,1700,42,92
2020-06-07,22794,774,14143,1742,42,729
2020-06-08,23620,826,14497,1818,76,396
2020-06-09,24761,1141,15312,1881,63,263
2020-06-10,25987,1226,16068,1928,47,423
2020-06-11,27373,1386,17034,2007,79,341
2020-06-12,28764,1391,17962,2059,52,411
2020-06-13,30295,1531,19074,2138,79,340
2020-06-14,31577,1282,19828,2185,47,481
