time,total_cases,daily_cases,total_currently_infected,total_death,death_per_day
2020-02-15,0,0,0,0,0
2020-02-16,0,0,0,0,0
2020-02-17,0,0,0,0,0
2020-02-18,0,0,0,0,0
2020-02-19,0,0,0,0,0
2020-02-20,0,0,0,0,0
2020-02-21,0,0,0,0,0
2020-02-22,0,0,0,0,0
2020-02-23,0,0,0,0,0
2020-02-24,0,0,0,0,0
2020-02-25,0,0,0,0,0
2020-02-26,0,0,0,0,0
2020-02-27,0,0,0,0,0
2020-02-28,0,0,0,0,0
2020-02-29,0,0,0,0,0
2020-03-01,0,0,0,0,0
2020-03-02,0,0,0,0,0
2020-03-03,0,0,0,0,0
2020-03-04,0,0,0,0,0
2020-03-05,0,0,0,0,0
2020-03-06,1,0,1,0,0
2020-03-07,1,0,1,0,0
2020-03-08,1,0,1,0,0
2020-03-09,3,2,3,0,0
2020-03-10,3,0,3,0,0
2020-03-11,9,6,9,0,0
2020-03-12,9,0,9,0,0
2020-03-13,16,7,16,0,0
2020-03-14,24,8,24,0,0
2020-03-15,34,10,34,0,0
2020-03-16,54,20,53,0,0
2020-03-17,65,11,64,0,0
2020-03-18,93,28,92,0,0
2020-03-19,108,15,107,0,0
2020-03-20,145,37,144,0,0
2020-03-21,196,51,195,0,0
2020-03-22,231,35,226,2,0
2020-03-23,277,46,271,3,1
2020-03-24,378,101,369,3,0
2020-03-25,470,92,458,4,1
2020-03-26,491,21,477,6,2
2020-03-27,539,48,523,6,0
2020-03-28,608,69,592,6,0
2020-03-29,702,94,682,10,4
2020-03-30,798,96,769,14,4
2020-03-31,906,108,859,16,2
2020-04-01,1065,159,1009,17,1
2020-04-02,1161,96,1087,19,2
2020-04-03,1267,106,1187,25,6
2020-04-04,1406,139,1289,32,7
2020-04-05,1485,79,1362,35,3
2020-04-06,1579,94,1445,46,11
2020-04-07,1780,201,1630,50,4
2020-04-08,2054,274,1876,55,5
2020-04-09,2223,169,1980,69,14
2020-04-10,2473,250,2196,80,11
2020-04-11,2709,236,2395,100,20
2020-04-12,2776,67,2397,109,9
2020-04-13,2852,76,2421,112,3
2020-04-14,2979,127,2498,127,15
2020-04-15,3105,126,2522,131,4
2020-04-16,3233,128,2539,144,13
2020-04-17,3439,206,2652,153,9
2020-04-18,3621,182,2764,166,13
2020-04-19,3792,171,2902,179,13
2020-04-20,3977,185,2984,189,10
2020-04-21,4149,172,3149,196,7
2020-04-22,4356,207,3280,206,10
2020-04-23,4561,205,3419,215,9
2020-04-24,4881,320,3653,225,10
2020-04-25,5142,261,3842,233,8
2020-04-26,5379,237,4002,244,11
2020-04-27,5597,218,4134,253,9
2020-04-28,5949,352,4412,269,16
2020-04-29,6207,258,4518,278,9
2020-04-30,6507,300,4775,293,15
2020-05-01,7006,499,5141,314,21
2020-05-02,7285,279,5295,324,10
2020-05-03,7668,383,5606,340,16
2020-05-04,7973,305,5808,358,18
2020-05-05,8613,640,6222,378,20
2020-05-06,8959,346,6414,397,19
2020-05-07,9456,497,6749,407,10
2020-05-08,10051,595,7199,428,21
2020-05-09,10495,444,7481,445,17
2020-05-10,11063,568,7895,463,18
2020-05-11,11613,550,8309,479,16
2020-05-12,12272,659,8808,493,14
