time,total_cases,daily_cases,total_currently_infected,total_death,death_per_day,new_recoveries
2020-02-15,12,0,7,1,0,0
2020-02-16,12,0,7,1,0,0
2020-02-17,12,0,6,1,0,1
2020-02-18,12,0,4,1,0,2
2020-02-19,12,0,4,1,0,0
2020-02-20,12,0,4,1,0,0
2020-02-21,12,0,4,1,0,0
2020-02-22,12,0,1,1,0,3
2020-02-23,12,0,1,1,0,0
2020-02-24,12,0,0,1,0,1
2020-02-25,14,2,2,1,0,0
2020-02-26,18,4,5,2,1,0
2020-02-27,38,20,25,2,0,0
2020-02-28,57,19,44,2,0,0
2020-02-29,100,43,86,2,0,1
2020-03-01,130,30,116,2,0,0
2020-03-02,191,61,176,3,1,0
2020-03-03,212,21,196,4,1,0
2020-03-04,285,73,269,4,0,0
2020-03-05,423,138,404,7,3,0
2020-03-06,653,230,632,9,2,0
2020-03-07,949,296,921,16,7,0
2020-03-08,1209,260,1178,19,3,0
2020-03-09,1412,203,1370,30,11,0
2020-03-10,1784,372,1739,33,3,0
2020-03-11,2281,497,2221,48,15,0
2020-03-12,2876,595,2803,61,13,0
2020-03-13,3661,785,3570,79,18,0
2020-03-14,4499,838,4396,91,12,0
2020-03-15,5423,924,5284,127,36,0
2020-03-16,6633,1210,6473,148,21,0
2020-03-17,7730,1097,6953,175,27,590
2020-03-18,9134,1404,8268,264,89,0
2020-03-19,10995,1861,9328,372,108,693
2020-03-20,12612,1617,10575,450,78,292
2020-03-21,14459,1847,12310,562,112,0
2020-03-22,16018,1559,13144,674,112,613
2020-03-23,19856,3838,16796,860,186,0
2020-03-24,22304,2448,17923,1100,240,1081
2020-03-25,25233,2929,20002,1331,231,619
2020-03-26,29155,3922,22511,1696,365,1048
2020-03-27,32964,3809,25269,1995,299,752
2020-03-28,37575,4611,29561,2314,319,0
2020-03-29,40174,2599,30366,2606,292,1502
2020-03-30,44550,4376,33599,3024,418,725
2020-03-31,52128,7578,39162,3522,498,1517
2020-04-01,56989,4861,42024,4030,508,1491
2020-04-02,59105,2116,41293,5384,1354,1493
2020-04-03,64338,5233,43827,6503,1119,1580
2020-04-04,68605,4267,45612,7555,1052,1430
2020-04-05,70478,1873,46223,8072,517,745
2020-04-06,74390,3912,48236,8904,832,1067
2020-04-07,78167,3777,48510,10320,1416,2087
2020-04-08,82048,3881,49934,10860,540,1917
2020-04-09,86334,4286,50929,12199,1339,1952
2020-04-10,90676,4342,52559,13185,986,1726
2020-04-11,93790,3114,53580,13819,634,1459
2020-04-12,95403,1613,53837,14380,561,795
2020-04-13,98076,2673,55404,14954,574,532
2020-04-14,103573,5497,59053,15715,761,1087
2020-04-15,106206,2633,58099,17152,1437,2150
2020-04-16,108847,2641,58131,17904,752,1857
2020-04-17,109252,405,56168,18664,760,1608
2020-04-18,111821,2569,56533,19305,641,1563
2020-04-19,112606,785,56328,19700,395,595
2020-04-20,114657,2051,57002,20246,546,831
2020-04-21,117324,2667,57367,20776,530,1772
2020-04-22,119151,1827,57175,21319,543,1476
2020-04-23,120804,1653,56882,21834,515,1431
2020-04-24,122577,1773,56861,22223,389,1405
2020-04-25,124114,1537,56928,22592,369,1101
2020-04-26,124575,461,56838,22834,242,309
2020-04-27,128339,3764,59556,23270,436,610
2020-04-28,129859,1520,59336,23637,367,1373
2020-04-29,128442,-1417,56151,24063,426,1342
2020-04-30,129581,1139,55753,24352,289,1248
2020-05-01,130185,604,55403,24570,218,736
2020-05-02,130979,794,55681,24736,166,350
2020-05-03,131287,308,55632,24871,135,222
2020-05-04,131863,576,55315,25177,306,587
2020-05-05,132967,1104,54724,25507,330,1365
2020-05-06,137150,4183,57393,25785,278,1236
2020-05-07,137779,629,56789,25963,178,1055
2020-05-08,138421,642,56433,26206,243,755
2020-05-09,138854,433,56530,26286,80,256
2020-05-10,139063,209,56490,26356,70,179
2020-05-11,139519,456,56176,26619,263,507
2020-05-12,140227,708,55475,26967,348,1061
2020-05-13,140734,507,55011,27050,83,888
2020-05-14,141356,622,54350,27401,351,932
2020-05-15,141919,563,53966,27505,104,843
2020-05-16,142291,372,53624,27601,96,618
2020-05-17,142411,120,53115,28083,482,147
2020-05-18,142903,492,52961,28214,131,515
2020-05-19,143427,524,52867,27997,-217,835
2020-05-20,143845,418,52384,28107,110,791
2020-05-21,144163,318,52115,28190,83,504
2020-05-22,144556,393,52083,28264,74,351
2020-05-23,144806,250,51952,28307,43,338
2020-05-24,144921,115,51962,28342,35,70
2020-05-25,145279,358,51673,28407,65,582
2020-05-26,145555,276,51171,28505,98,680
2020-05-27,145746,191,50591,28571,66,705
2020-05-28,149071,3325,53243,28637,66,607
2020-05-29,149668,597,53176,28689,52,612
2020-05-30,151496,1828,54482,28746,57,465
2020-05-31,151753,257,54621,28777,31,87
2020-06-01,152091,338,54843,28808,31,85
2020-06-02,151325,-766,53598,28915,107,372
2020-06-03,151677,352,53226,28996,81,643
2020-06-04,152444,767,53428,29040,44,521
2020-06-05,153055,611,53465,29086,46,528
2020-06-06,153634,579,53711,29117,31,302
2020-06-07,153977,343,54005,29130,13,36
2020-06-08,154188,211,53942,29184,54,220
2020-06-09,154591,403,53814,29271,87,444
2020-06-10,155136,545,54010,29294,23,326
2020-06-11,155561,425,54091,29321,27,317
2020-06-12,156287,726,54366,29349,28,423
2020-06-13,156813,526,54632,29373,24,236
2020-06-14,157220,407,54979,29382,9,51
2020-06-15,157372,152,54917,29411,29,185
2020-06-16,157716,344,54859,29522,111,291
2020-06-17,158174,458,54957,29550,28,332
2020-06-18,158641,467,55176,29578,28,220
2020-06-19,159452,811,55743,29592,14,230
2020-06-20,160093,641,56173,29608,16,195
2020-06-21,160377,284,56390,29615,7,60
2020-06-22,160750,373,56500,29638,23,240
2020-06-23,161267,517,56701,29695,57,259
2020-06-24,161348,81,56515,29706,11,256
2020-06-25,161348,0,56270,29727,21,224
2020-06-26,162936,1588,57832,29753,26,0
2020-06-27,163458,522,58048,29761,8,298
2020-06-28,163980,522,58561,29770,9,0
2020-06-29,164260,280,58823,29788,18,0
2020-06-30,164801,541,58709,29818,30,625
2020-07-01,165719,918,59344,29836,18,265
2020-07-02,166378,659,59726,29850,14,263
2020-07-03,166960,582,60032,29868,18,258
2020-07-04,167520,560,60485,29875,7,100
2020-07-05,168159,639,61098,29882,7,19
2020-07-06,168335,176,61132,29895,13,129
2020-07-07,168810,475,61247,29908,13,347
2020-07-08,169473,663,61548,29940,32,330
2020-07-09,170094,621,61970,29954,14,185
2020-07-10,170752,658,62385,29979,25,218
2020-07-11,171421,669,63050,29983,4,0
2020-07-12,172089,668,63715,29986,3,0
2020-07-13,172377,288,63776,30004,18,209
2020-07-14,172888,511,64143,30075,71,73
2020-07-15,173304,416,64389,30095,20,150
