time,total_cases,daily_cases,total_currently_infected,total_death,death_per_day
2020-02-15,0,0,0,0,0
2020-02-16,0,0,0,0,0
2020-02-17,0,0,0,0,0
2020-02-18,0,0,0,0,0
2020-02-19,0,0,0,0,0
2020-02-20,0,0,0,0,0
2020-02-21,0,0,0,0,0
2020-02-22,0,0,0,0,0
2020-02-23,0,0,0,0,0
2020-02-24,0,0,0,0,0
2020-02-25,1,0,1,0,0
2020-02-26,1,0,1,0,0
2020-02-27,8,7,8,0,0
2020-02-28,15,7,15,0,0
2020-02-29,19,4,19,0,0
2020-03-01,24,5,23,0,0
2020-03-02,30,6,29,0,0
2020-03-03,58,28,56,0,0
2020-03-04,93,35,90,0,0
2020-03-05,120,27,116,1,1
2020-03-06,214,94,210,1,0
2020-03-07,268,54,264,1,0
2020-03-08,332,64,327,2,1
2020-03-09,374,42,369,2,0
2020-03-10,497,123,489,5,3
2020-03-11,652,155,641,7,2
2020-03-12,868,216,854,10,3
2020-03-13,1139,271,1124,11,1
2020-03-14,1375,236,1357,14,3
2020-03-15,2217,842,2191,22,8
2020-03-16,2353,136,2316,33,11
2020-03-17,2742,389,2687,40,7
2020-03-18,3115,373,3051,49,9
2020-03-19,4222,1107,4147,60,11
2020-03-20,5615,1393,5519,81,21
2020-03-21,6863,1248,6631,101,20
2020-03-22,7474,611,7227,116,15
2020-03-23,8795,1321,8518,146,30
2020-03-24,9877,1082,9581,165,19
2020-03-25,10897,1020,10567,199,34
2020-03-26,11811,914,11438,242,43
2020-03-27,12928,1117,11120,278,36
2020-03-28,14076,1148,12218,328,50
2020-03-29,14829,753,12859,375,47
2020-03-30,15922,1093,13669,430,55
2020-03-31,16605,683,14294,488,58
2020-04-01,17768,1163,14254,547,59
2020-04-02,18827,1059,14207,607,60
2020-04-03,19606,779,14096,664,57
2020-04-04,20505,899,13364,726,62
2020-04-05,21100,595,13909,776,50
2020-04-06,21657,557,12770,831,55
2020-04-07,22253,596,12660,889,58
2020-04-08,23280,1027,12528,952,63
2020-04-09,24051,771,12455,996,44
2020-04-10,24551,500,12406,1045,49
2020-04-11,25107,556,11921,1086,41
2020-04-12,25415,308,11572,1143,57
2020-04-13,25688,273,10816,1172,29
2020-04-14,25936,248,11026,1210,38
2020-04-15,26336,400,9680,1256,46
2020-04-16,26732,396,9531,1301,45
2020-04-17,27078,346,9333,1345,44
2020-04-18,27404,326,8924,1380,35
2020-04-19,27740,336,8537,1403,23
2020-04-20,27944,204,7900,1444,41
2020-04-21,28063,119,7178,1485,41
2020-04-22,28268,205,6855,1513,28
2020-04-23,28496,228,6352,1544,31
2020-04-24,28677,181,6104,1573,29
2020-04-25,28894,217,5995,1599,26
2020-04-26,29061,167,5646,1615,16
2020-04-27,29164,103,5329,1635,20
2020-04-28,29264,100,5005,1659,24
2020-04-29,29407,143,5138,1669,10
2020-04-30,29586,179,4499,1687,18
2020-05-01,29705,119,4103,1702,15
2020-05-02,29817,112,3901,1716,14
2020-05-03,29905,88,3681,1724,8
2020-05-04,29981,76,3051,1730,6
2020-05-05,30009,28,2867,1742,12
2020-05-06,30060,51,2612,1748,6
2020-05-07,30126,66,2468,1758,10
2020-05-08,30207,81,2340,1767,9
