time,total_cases,daily_cases,total_currently_infected,total_death,death_per_day,new_recoveries
2020-02-15,0,0,0,0,0,0
2020-02-16,0,0,0,0,0,0
2020-02-17,0,0,0,0,0,0
2020-02-18,0,0,0,0,0,0
2020-02-19,0,0,0,0,0,0
2020-02-20,0,0,0,0,0,0
2020-02-21,0,0,0,0,0,0
2020-02-22,0,0,0,0,0,0
2020-02-23,0,0,0,0,0,0
2020-02-24,0,0,0,0,0,0
2020-02-25,0,0,0,0,0,0
2020-02-26,0,0,0,0,0,0
2020-02-27,0,0,0,0,0,0
2020-02-28,2,0,2,0,0,0
2020-02-29,4,2,4,0,0,0
2020-03-01,5,1,5,0,0,0
2020-03-02,6,1,6,0,0,0
2020-03-03,6,0,5,0,0,1
2020-03-04,6,0,5,0,0,0
2020-03-05,6,0,5,0,0,0
2020-03-06,6,0,5,0,0,0
2020-03-07,6,0,5,0,0,0
2020-03-08,7,1,6,0,0,0
2020-03-09,7,0,3,0,0,3
2020-03-10,7,0,3,0,0,0
2020-03-11,11,4,7,0,0,0
2020-03-12,12,1,8,0,0,0
2020-03-13,15,3,11,0,0,0
2020-03-14,26,11,22,0,0,0
2020-03-15,44,18,40,0,0,0
2020-03-16,54,10,50,0,0,0
2020-03-17,84,30,80,0,0,0
2020-03-18,95,11,91,0,0,0
2020-03-19,121,26,116,1,1,0
2020-03-20,168,47,163,1,0,0
2020-03-21,208,40,202,2,1,0
2020-03-22,258,50,252,2,0,0
2020-03-23,325,67,318,3,1,0
2020-03-24,378,53,370,4,1,0
2020-03-25,417,39,408,5,1,0
2020-03-26,489,72,479,6,1,0
2020-03-27,603,114,591,8,2,0
2020-03-28,739,136,723,12,4,0
2020-03-29,874,135,823,16,4,31
2020-03-30,1024,150,969,20,4,0
2020-03-31,1128,104,1065,28,8,0
2020-04-01,1253,125,1189,29,1,0
2020-04-02,1421,168,1349,37,8,0
2020-04-03,1557,136,874,50,13,598
2020-04-04,1741,184,1048,60,10,0
2020-04-05,1950,209,1237,80,20,0
2020-04-06,2211,261,1483,95,15,0
2020-04-07,2517,306,1757,127,32,0
2020-04-08,2874,357,2097,144,17,0
2020-04-09,3283,409,2472,178,34,0
2020-04-10,3551,268,2719,199,21,0
2020-04-11,3967,416,3095,239,40,0
2020-04-12,4354,387,2302,280,41,1139
2020-04-13,4810,456,2663,304,24,71
2020-04-14,5174,364,2869,341,37,121
2020-04-15,5571,397,3029,417,76,161
2020-04-16,6034,463,3448,461,44,0
2020-04-17,6499,465,3875,499,38,0
2020-04-18,7096,597,4410,561,62,0
2020-04-19,7738,642,4443,668,107,502
2020-04-20,8527,789,5195,705,37,0
2020-04-21,9055,528,5696,732,27,0
2020-04-22,9808,753,6299,882,150,0
2020-04-23,10885,1077,7259,999,117,0
2020-04-24,12009,1124,8281,1101,102,0
2020-04-25,13288,1279,4881,1258,157,4522
2020-04-26,14289,1001,5795,1345,87,0
2020-04-27,15151,862,5404,1393,48,1205
2020-04-28,16031,880,5466,1479,86,732
2020-04-29,17294,1263,4253,1618,139,2337
2020-04-30,18375,1081,5166,1786,168,0
2020-05-01,19846,1471,6506,1917,131,0
2020-05-02,21410,1564,6999,2034,117,954
2020-05-03,22803,1393,7230,2126,92,1070
2020-05-04,24231,1428,8562,2222,96,0
2020-05-05,25711,1480,7430,2343,121,2491
2020-05-06,26867,1156,7470,2587,244,872
2020-05-07,28528,1661,7956,2791,204,971
2020-05-08,30574,2046,9737,3056,265,0
2020-05-09,32542,1968,8966,3262,206,2533
2020-05-10,34543,2001,9258,3461,199,1510
2020-05-11,36156,1613,9479,3577,116,1276
2020-05-12,37503,1347,10714,3689,112,0
2020-05-13,39565,2062,9576,4054,365,2835
2020-05-14,41487,1922,10139,4358,304,1055
2020-05-15,43974,2487,10876,4623,265,1485
2020-05-16,46490,2516,11116,4923,300,1976
2020-05-17,48670,2180,11612,5210,287,1397
2020-05-18,50812,2142,12137,5346,136,1481
2020-05-19,53304,2492,12410,5506,160,2059
2020-05-20,56105,2801,12929,5851,345,1937
2020-05-21,58426,2321,13261,6289,438,1551
2020-05-22,61495,3069,14115,6723,434,1781
2020-05-23,64551,3056,14608,7218,495,2068
2020-05-24,67988,3437,15655,7414,196,2194
2020-05-25,70842,2854,15782,7636,222,2505
2020-05-26,73408,2566,15635,7883,247,2466
2020-05-27,76975,3567,16355,8401,518,2329
2020-05-28,80550,3575,17288,8879,478,2164
2020-05-29,84037,3487,18058,9341,462,2255
2020-05-30,87369,3332,18035,9724,383,2972
2020-05-31,90348,2979,18377,10100,376,2261
2020-06-01,93602,3254,19020,10256,156,2455
2020-06-02,96463,2861,18471,10501,245,3165
2020-06-03,100480,4017,19185,10987,486,2817
2020-06-04,104519,4039,19133,12115,1128,2963
2020-06-05,109105,4586,20699,12958,843,2177
2020-06-06,113592,4487,21398,13604,646,3142
2020-06-07,117302,3710,21802,13956,352,2954
2020-06-08,120899,3597,22330,14150,194,2875
2020-06-09,123995,3096,21846,14516,366,3214
2020-06-10,128330,4335,22450,15132,616,3115
