time,total_cases,daily_cases,total_currently_infected,total_death,death_per_day,new_recoveries
2020-02-15,8,0,7,0,0,0
2020-02-16,8,0,7,0,0,0
2020-02-17,8,0,7,0,0,0
2020-02-18,8,0,7,0,0,0
2020-02-19,8,0,7,0,0,0
2020-02-20,8,0,6,0,0,1
2020-02-21,9,1,6,0,0,1
2020-02-22,9,0,6,0,0,0
2020-02-23,10,1,7,0,0,0
2020-02-24,11,1,8,0,0,0
2020-02-25,11,0,8,0,0,0
2020-02-26,12,1,9,0,0,0
2020-02-27,14,2,11,0,0,0
2020-02-28,15,1,12,0,0,0
2020-02-29,20,5,16,0,0,1
2020-03-01,24,4,20,0,0,0
2020-03-02,27,3,20,0,0,3
2020-03-03,30,3,23,0,0,0
2020-03-04,34,4,27,0,0,0
2020-03-05,37,3,29,0,0,1
2020-03-06,54,17,46,0,0,0
2020-03-07,60,6,52,0,0,0
2020-03-08,66,6,58,0,0,0
2020-03-09,77,11,68,1,1,0
2020-03-10,95,18,86,1,0,0
2020-03-11,110,15,100,1,0,1
2020-03-12,142,32,130,1,0,2
2020-03-13,198,56,186,1,0,0
2020-03-14,252,54,240,1,0,0
2020-03-15,341,89,329,1,0,0
2020-03-16,441,100,426,4,3,0
2020-03-17,598,157,578,8,4,1
2020-03-18,727,129,706,9,1,0
2020-03-19,873,146,850,12,3,-1
2020-03-20,1087,214,1061,12,0,3
2020-03-21,1328,241,1295,19,7,0
2020-03-22,1470,142,1436,20,1,0
2020-03-23,2091,621,1747,24,4,306
2020-03-24,2792,701,2654,26,2,-208
2020-03-25,3409,617,3188,36,10,73
2020-03-26,4043,634,3776,39,3,43
2020-03-27,4757,714,4348,55,16,126
2020-03-28,5655,898,5199,60,5,42
2020-03-29,6320,665,5682,65,5,177
2020-03-30,7448,1128,6266,89,24,520
2020-03-31,8612,1164,7269,101,12,149
2020-04-01,9731,1119,7881,114,13,494
2020-04-02,11283,1552,9131,173,59,243
2020-04-03,12375,1092,9981,208,35,207
2020-04-04,13912,1537,11086,231,23,409
2020-04-05,15512,1600,12290,280,49,347
2020-04-06,16667,1155,12728,323,43,674
2020-04-07,17897,1230,13488,381,58,412
2020-04-08,19438,1541,14463,427,46,520
2020-04-09,20765,1327,14945,509,82,763
2020-04-10,22148,1383,15566,569,60,702
2020-04-11,23318,1170,16237,653,84,415
2020-04-12,24383,1065,16494,717,64,744
2020-04-13,25680,1297,17144,780,63,584
2020-04-14,27063,1383,17925,903,123,479
2020-04-15,28379,1316,18390,1010,107,744
2020-04-16,30106,1727,19182,1195,185,750
2020-04-17,31927,1821,20074,1310,115,814
2020-04-18,33383,1456,20706,1470,160,664
2020-04-19,35056,1673,21626,1587,117,636
2020-04-20,36829,1773,22553,1690,103,743
2020-04-21,38422,1593,23400,1834,144,602
2020-04-22,40190,1768,24230,1974,140,798
2020-04-23,42110,1920,25202,2147,173,775
2020-04-24,43888,1778,26117,2302,155,708
2020-04-25,45354,1466,26464,2465,163,956
2020-04-26,46895,1541,27014,2560,95,896
2020-04-27,48500,1605,27525,2707,147,947
2020-04-28,50026,1526,27977,2859,152,922
2020-04-29,51597,1571,28274,2996,137,1137
2020-04-30,53236,1639,28629,3184,188,1096
2020-05-01,55061,1825,28919,3391,207,1328
2020-05-02,56714,1653,29347,3566,175,1050
2020-05-03,59474,2760,30884,3682,116,1107
2020-05-04,60772,1298,30901,3854,172,1109
2020-05-05,62046,1274,31010,4043,189,976
2020-05-06,63496,1450,31093,4232,189,1178
2020-05-07,64922,1426,31542,4408,176,801
2020-05-08,66434,1512,31459,4569,161,1434
2020-05-09,67702,1268,31760,4693,124,843
2020-05-10,68848,1146,31882,4870,177,847
2020-05-11,69981,1133,31994,4993,123,898
2020-05-12,71157,1176,31946,5169,176,1048
2020-05-13,72278,1121,31812,5302,133,1122
2020-05-14,73401,1123,31838,5472,170,927
2020-05-15,74613,1212,32156,5562,90,804
2020-05-16,75864,1251,32366,5679,117,924
2020-05-17,77002,1138,32670,5782,103,731
2020-05-18,78072,1070,33002,5842,60,678
2020-05-19,79112,1040,33150,5912,70,822
2020-05-20,80142,1030,33335,6031,119,726
2020-05-21,81324,1182,33457,6152,121,939
2020-05-22,82480,1156,33636,6250,98,879
2020-05-23,83621,1141,33961,6355,105,711
2020-05-24,84699,1078,34290,6424,69,680
2020-05-25,85711,1012,34528,6545,121,653
2020-05-26,86647,936,34669,6639,94,701
2020-05-27,87519,872,34590,6765,126,825
2020-05-28,88512,993,34795,6877,112,676
2020-05-29,89418,906,34921,6979,102,678
2020-05-30,90190,772,35014,7073,94,585
2020-05-31,90947,757,34773,7295,222,776
2020-06-01,91705,758,34653,7326,31,847
2020-06-02,92410,705,34658,7395,69,631
2020-06-03,93085,675,34539,7498,103,691
2020-06-04,93726,641,34350,7637,139,691
2020-06-05,94335,609,34064,7703,66,829
2020-06-06,95057,722,33670,7773,70,1046
2020-06-07,95699,642,33666,7800,27,619
2020-06-08,96244,545,33409,7835,35,767
2020-06-09,96653,409,33184,7897,62,572
2020-06-10,97125,472,32526,7960,63,1067
2020-06-11,97530,405,31878,7994,34,1019
2020-06-12,97943,413,31371,8049,55,865
2020-06-13,98410,467,30949,8107,58,831
2020-06-14,98787,377,30369,8146,39,918
2020-06-15,99147,360,29930,8175,29,770
2020-06-16,99467,320,29811,8213,38,401
2020-06-17,99853,386,29582,8254,41,574
2020-06-18,100220,367,29424,8300,46,479
2020-06-19,100629,409,29280,8346,46,507
2020-06-20,101019,390,29121,8410,64,485
2020-06-21,101337,318,29021,8430,20,398
2020-06-22,101637,300,28867,8436,6,448
2020-06-23,101963,326,28805,8454,18,370
2020-06-24,102242,279,28667,8484,30,387
2020-06-25,102622,380,28693,8504,20,334
2020-06-26,102794,172,28560,8508,4,301
2020-06-27,103032,238,28543,8516,8,247
2020-06-28,103250,218,28537,8522,6,218
2020-06-29,103918,668,28174,8566,44,987
2020-06-30,104204,286,28019,8591,25,416
2020-07-01,104271,67,27912,8615,24,150
2020-07-02,104772,501,27783,8642,27,603
2020-07-03,105091,319,27735,8663,21,346
2020-07-04,105317,226,27653,8674,11,297
2020-07-05,105536,219,27613,8684,10,249
2020-07-06,105935,399,27672,8693,9,331
2020-07-07,106167,232,27573,8711,18,313
2020-07-08,106434,267,27450,8737,26,364
2020-07-09,106805,371,27482,8749,12,327
2020-07-10,107126,321,27466,8759,10,327
2020-07-11,107347,221,27308,8773,14,365
2020-07-12,107590,243,27340,8783,10,201
2020-07-13,108155,565,27524,8790,7,374
2020-07-14,108486,331,27518,8798,8,329
2020-07-15,108829,343,27534,8810,12,315
2020-07-16,109264,435,27601,8827,17,351
2020-07-17,109669,405,4141,8839,12,23853
2020-07-18,109999,330,4237,8848,9,225
2020-07-19,110338,339,4435,8852,4,137
2020-07-20,111124,786,4792,8858,6,423
2020-07-21,111697,573,5078,8862,4,283
2020-07-22,112240,543,5228,8870,8,385
2020-07-23,112672,432,5279,8874,4,377
2020-07-24,113206,534,5452,8881,7,354
2020-07-25,113556,350,5556,8885,4,242
2020-07-26,113911,355,5666,8890,5,240
2020-07-27,114597,686,5836,8901,11,505
2020-07-28,114994,397,5948,8912,11,274
2020-07-29,115470,476,6088,8917,5,331
2020-07-30,115799,329,6008,8929,12,397
2020-07-31,116312,513,6150,8935,6,365
2020-08-01,116599,287,6222,8941,6,209
2020-08-02,116884,285,6365,8945,4,138
2020-08-03,117031,147,6487,8947,2,23
2020-08-04,117792,761,6384,8958,11,853
2020-08-05,118187,395,6437,8962,4,338
2020-08-06,118561,374,6489,8966,4,318
2020-08-07,118985,424,6580,8970,4,329
2020-08-08,119221,236,6679,8976,6,131
2020-08-09,119451,230,6742,8981,5,162
2020-08-10,120132,681,4790,8987,6,2627
2020-08-11,120421,289,4684,8991,4,391
2020-08-12,120844,423,4690,9006,15,402
2020-08-13,121234,390,4666,9015,9,405
2020-08-14,121652,418,4690,9020,5,389
2020-08-15,121889,237,4647,9024,4,276
2020-08-16,122087,198,4577,9026,2,266
2020-08-17,122872,785,4781,9032,6,575
2020-08-18,123154,282,4752,9045,13,298
2020-08-19,123490,336,4619,9049,4,465
2020-08-20,123873,383,4531,9054,5,466
2020-08-21,124372,499,4660,9064,10,360
2020-08-22,124629,257,4680,9071,7,230
2020-08-23,124896,267,4711,9073,2,234
2020-08-24,125647,751,4870,9083,10,582
2020-08-25,125969,322,4829,9090,7,356
2020-08-26,126417,448,4868,9094,4,405
2020-08-27,126848,431,4921,9102,8,370
2020-08-28,127358,510,5016,9108,6,409
2020-08-29,127673,315,5059,9113,5,267
2020-08-30,127940,267,5159,9117,4,163
2020-08-31,128948,1008,5595,9126,9,563
2020-09-01,129425,477,5686,9132,6,380
2020-09-02,129923,498,5738,9135,3,443
2020-09-03,130493,570,5908,9141,6,394
2020-09-04,131124,631,6057,9141,0,482
2020-09-05,131495,371,6216,9143,2,210
2020-09-06,131895,400,6393,9145,2,221
2020-09-07,132142,247,6537,9146,1,102
2020-09-08,133748,1606,7030,9153,7,1106
2020-09-09,134294,546,6868,9155,2,706
2020-09-10,134924,630,6771,9163,8,719
2020-09-11,135626,702,6789,9163,0,684
2020-09-12,136141,515,6896,9170,7,401
2020-09-13,136659,518,7057,9171,1,356
2020-09-14,138010,1351,7607,9179,8,793
2020-09-15,138803,793,7775,9188,9,616
2020-09-16,139747,944,8105,9193,5,609
2020-09-17,140867,1120,8558,9200,7,660
2020-09-18,141911,1044,8983,9205,5,614
2020-09-19,142774,863,9376,9211,6,464
2020-09-20,143649,875,9741,9217,6,504
2020-09-21,145415,1766,10653,9228,11,843
2020-09-22,146663,1248,10525,9234,6,1370
2020-09-23,147753,1090,10722,9243,9,884
2020-09-24,149094,1341,11138,9249,6,919
2020-09-25,150456,1362,11628,9255,6,866
2020-09-26,151671,1215,12081,9262,7,755
2020-09-27,153125,1454,12759,9268,6,770
2020-09-28,155301,2176,13416,9278,10,1509
2020-09-29,156961,1660,13933,9291,13,1130
2020-09-30,158758,1797,14490,9297,6,1234
2020-10-01,160535,1777,14866,9319,22,1379
2020-10-02,162659,2124,15636,9409,90,1264
2020-10-03,164471,1812,16142,9462,53,1253
2020-10-04,166156,1685,16432,9481,19,1376
2020-10-05,168960,2804,17122,9504,23,2091
2020-10-06,171323,2363,17799,9530,26,1660
2020-10-07,173123,1800,17916,9541,11,1672
2020-10-08,175559,2436,18494,9557,16,1842
2020-10-09,178117,2558,19008,9585,28,2016
2020-10-10,180179,2062,19214,9608,23,1833
2020-10-11,181864,1685,19032,9613,5,1862
2020-10-12,182839,975,18954,9627,14,1039
2020-10-13,186881,4042,19741,9654,27,3228
2020-10-14,189387,2506,20372,9664,10,1865
2020-10-15,191732,2345,20543,9699,35,2139
2020-10-16,194106,2374,20740,9722,23,2154
2020-10-17,196321,2215,21129,9746,24,1802
2020-10-18,198148,1827,21276,9760,14,1666
2020-10-19,201437,3289,21988,9778,18,2559
2020-10-20,203688,2251,22151,9794,16,2072
2020-10-21,205954,2266,22614,9826,32,1771
