time,total_cases,daily_cases,total_currently_infected,total_death,death_per_day,new_recoveries
2020-02-15,0,0,0,0,0,0
2020-02-16,0,0,0,0,0,0
2020-02-17,0,0,0,0,0,0
2020-02-18,0,0,0,0,0,0
2020-02-19,0,0,0,0,0,0
2020-02-20,0,0,0,0,0,0
2020-02-21,0,0,0,0,0,0
2020-02-22,0,0,0,0,0,0
2020-02-23,0,0,0,0,0,0
2020-02-24,0,0,0,0,0,0
2020-02-25,0,0,0,0,0,0
2020-02-26,0,0,0,0,0,0
2020-02-27,0,0,0,0,0,0
2020-02-28,0,0,0,0,0,0
2020-02-29,0,0,0,0,0,0
2020-03-01,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0
2020-03-03,1,0,1,0,0,0
2020-03-04,3,2,3,0,0,0
2020-03-05,4,1,4,0,0,0
2020-03-06,5,1,5,0,0,0
2020-03-07,7,2,7,0,0,0
2020-03-08,11,4,11,0,0,0
2020-03-09,15,4,15,0,0,0
2020-03-10,20,5,20,0,0,0
2020-03-11,27,7,27,0,0,0
2020-03-12,39,12,39,0,0,0
2020-03-13,51,12,51,0,0,0
2020-03-14,72,21,72,0,0,0
2020-03-15,88,16,88,0,0,0
2020-03-16,183,95,183,0,0,0
2020-03-17,236,53,236,0,0,0
2020-03-18,279,43,279,0,0,0
2020-03-19,401,122,401,0,0,0
2020-03-20,509,108,503,0,0,6
2020-03-21,630,121,621,1,0,2
2020-03-22,741,111,732,1,0,0
2020-03-23,874,133,861,2,1,3
2020-03-24,1080,206,1061,2,0,6
2020-03-25,1337,257,1312,3,1,5
2020-03-26,1529,192,1503,4,1,0
2020-03-27,1885,356,1837,5,1,21
2020-03-28,2235,350,2168,6,1,18
2020-03-29,2504,269,2422,7,1,14
2020-03-30,2867,363,2703,8,1,81
2020-03-31,3205,338,3036,13,5,0
2020-04-01,3548,343,3296,18,5,78
2020-04-02,3985,437,3630,20,2,101
2020-04-03,4375,390,3923,25,5,92
2020-04-04,4871,496,4312,31,6,101
2020-04-05,5234,363,4577,39,8,90
2020-04-06,5637,403,4867,42,3,110
2020-04-07,5989,352,5042,49,7,170
2020-04-08,6492,503,5322,55,6,217
2020-04-09,6991,499,5652,65,10,159
2020-04-10,7610,619,5965,74,9,297
2020-04-11,8109,499,6162,83,9,293
2020-04-12,8444,335,6294,91,8,195
2020-04-13,8809,365,6349,93,2,308
2020-04-14,9268,459,6518,104,11,279
2020-04-15,9685,417,6642,106,2,291
2020-04-16,10310,625,6893,118,12,362
2020-04-17,10831,521,7080,130,12,322
2020-04-18,11390,559,7214,141,11,414
2020-04-19,11809,419,7322,149,8,303
2020-04-20,12299,490,7467,156,7,338
2020-04-21,12679,380,7545,165,9,293
2020-04-22,13222,543,7656,180,15,417
2020-04-23,13826,604,7833,189,9,418
2020-04-24,14404,578,7881,196,7,523
2020-04-25,15050,646,8100,204,8,419
2020-04-26,15604,554,8367,213,9,278
2020-04-27,16168,564,8618,223,10,303
2020-04-28,16814,646,8871,233,10,383
2020-04-29,17423,609,9123,243,10,347
2020-04-30,18755,1332,9920,255,12,523
2020-05-01,19908,1153,10627,263,8,438
2020-05-02,21578,1670,11728,278,15,554
2020-05-03,23015,1437,12681,293,15,469
2020-05-04,24162,1147,13443,304,11,374
2020-05-05,25769,1607,14749,310,6,295
2020-05-06,26977,1208,15471,317,7,479
2020-05-07,28771,1794,16785,322,5,475
2020-05-08,30399,1628,17907,332,10,496
2020-05-09,31858,1459,18848,343,11,507
2020-05-10,33786,1928,20322,352,9,445
2020-05-11,35187,1401,21218,364,12,493
2020-05-12,37127,1940,22624,378,14,520
2020-05-13,40241,3114,24986,390,12,740
2020-05-14,43354,3113,27284,415,25,790
2020-05-15,46283,2929,29225,444,29,959
2020-05-16,48491,2208,30002,475,31,1400
2020-05-17,51246,2755,31525,508,33,1199
2020-05-18,53913,2667,33208,540,32,952
2020-05-19,58034,4121,35952,575,35,1342
2020-05-20,62761,4727,39642,615,40,997
2020-05-21,67401,4640,42743,666,51,1488
2020-05-22,72406,5005,46352,712,46,1350
2020-05-23,76545,4139,49238,761,49,1204
2020-05-24,80887,4342,51927,812,51,1602
2020-05-25,86617,5730,56454,861,49,1154
2020-05-26,91257,4640,59430,912,51,1613
2020-05-27,96323,5066,61831,952,40,2625
2020-05-28,101771,5448,64614,1007,55,2610
2020-05-29,106096,4325,66430,1068,61,2448
2020-05-30,111036,4940,69477,1128,60,1833
2020-05-31,116690,5654,72771,1192,64,2296
2020-06-01,123094,6404,76889,1259,67,2219
2020-06-02,127223,4129,80933,1344,85,0
2020-06-03,133008,5785,45393,1442,98,41227
2020-06-04,138468,5460,46186,1534,92,4575
2020-06-05,143393,4925,46124,1638,104,4883
2020-06-06,149534,6141,52160,1743,105,0
2020-06-07,157032,7498,58924,2477,734,0
2020-06-08,162529,5497,64337,2561,84,0
2020-06-09,167110,4581,68897,2582,21,0
2020-06-10,173826,6716,75396,2799,217,0
2020-06-11,180376,6550,50937,2995,196,30813
2020-06-12,188283,7907,53679,3246,251,4914
