time,total_cases,daily_cases,total_currently_infected,total_death,death_per_day,new_recoveries
2020-02-15,0,0,0,0,0,0
2020-02-16,0,0,0,0,0,0
2020-02-17,0,0,0,0,0,0
2020-02-18,0,0,0,0,0,0
2020-02-19,0,0,0,0,0,0
2020-02-20,0,0,0,0,0,0
2020-02-21,0,0,0,0,0,0
2020-02-22,0,0,0,0,0,0
2020-02-23,0,0,0,0,0,0
2020-02-24,0,0,0,0,0,0
2020-02-25,0,0,0,0,0,0
2020-02-26,0,0,0,0,0,0
2020-02-27,1,0,1,0,0,0
2020-02-28,2,1,2,0,0,0
2020-02-29,3,1,3,0,0,0
2020-03-01,4,1,4,0,0,0
2020-03-02,4,0,4,0,0,0
2020-03-03,10,6,10,0,0,0
2020-03-04,14,4,14,0,0,0
2020-03-05,19,5,18,0,0,1
2020-03-06,21,2,20,0,0,0
2020-03-07,27,6,26,0,0,0
2020-03-08,35,8,34,0,0,0
2020-03-09,90,55,89,0,0,0
2020-03-10,262,172,261,0,0,0
2020-03-11,514,252,513,0,0,0
2020-03-12,674,160,673,0,0,0
2020-03-13,804,130,803,0,0,0
2020-03-14,836,32,834,1,1,0
2020-03-15,864,28,861,2,1,0
2020-03-16,914,50,909,4,2,0
2020-03-17,977,63,972,4,0,0
2020-03-18,1057,80,1052,4,0,0
2020-03-19,1151,94,1144,6,2,0
2020-03-20,1255,104,1245,9,3,0
2020-03-21,1326,71,1312,13,4,0
2020-03-22,1395,69,1381,13,0,0
2020-03-23,1460,65,1435,24,11,0
2020-03-24,1591,131,1558,32,8,0
2020-03-25,1724,133,1689,34,2,0
2020-03-26,1877,153,1835,41,7,0
2020-03-27,2046,169,1993,52,11,0
2020-03-28,2201,155,2135,65,13,0
2020-03-29,2395,194,2322,72,7,0
2020-03-30,2577,182,2499,77,5,0
2020-03-31,2860,283,2769,90,13,0
2020-04-01,3107,247,2109,104,14,893
2020-04-02,3386,279,2174,123,19,195
2020-04-03,3757,371,2425,139,16,104
2020-04-04,4077,320,2633,161,22,90
2020-04-05,4369,292,2863,179,18,44
2020-04-06,4681,312,3116,187,8,51
2020-04-07,5071,390,3377,203,16,113
2020-04-08,5402,331,3563,218,15,130
2020-04-09,5635,233,3662,237,19,115
2020-04-10,5819,184,3799,247,10,37
2020-04-11,5996,177,3781,260,13,182
2020-04-12,6174,178,3778,273,13,168
2020-04-13,6318,144,3798,285,12,112
2020-04-14,6511,193,3697,299,14,280
2020-04-15,6681,170,3624,309,10,233
2020-04-16,6879,198,3535,321,12,275
2020-04-17,7073,194,3348,336,15,366
2020-04-18,7242,169,3049,346,10,458
2020-04-19,7384,142,2888,355,9,294
2020-04-20,7515,131,2839,364,9,171
2020-04-21,7695,180,2625,370,6,388
2020-04-22,7912,217,2441,384,14,387
2020-04-23,8073,161,2295,394,10,297
2020-04-24,8210,137,2281,403,9,142
2020-04-25,8445,235,2358,418,15,143
2020-04-26,8575,130,2348,422,4,136
2020-04-27,8698,123,2312,427,5,154
2020-04-28,8851,153,2296,434,7,162
2020-04-29,9008,157,2199,443,9,245
2020-04-30,9158,150,2160,452,9,180
2020-05-01,9311,153,2122,460,8,183
2020-05-02,9407,96,2043,475,15,160
2020-05-03,9523,116,2052,484,9,98
2020-05-04,9670,147,2089,493,9,101
2020-05-05,9821,151,2022,503,10,208
2020-05-06,9938,117,1939,506,3,197
2020-05-07,10083,145,1858,514,8,218
2020-05-08,10218,135,1769,522,8,216
2020-05-09,10319,101,1700,526,4,166
2020-05-10,10429,110,1685,527,1,124
2020-05-11,10513,84,1658,527,0,111
2020-05-12,10591,78,1484,527,0,252
2020-05-13,10667,76,1471,533,6,83
2020-05-14,10713,46,1371,537,4,142
2020-05-15,10791,78,1295,537,0,154
2020-05-16,10858,67,1208,543,6,148
2020-05-17,10927,69,1153,547,4,120
2020-05-18,10968,41,1119,548,1,74
2020-05-19,11044,76,1077,551,3,115
2020-05-20,11117,73,1027,554,3,120
2020-05-21,11182,65,978,561,7,107
2020-05-22,11230,48,905,561,0,121
2020-05-23,11289,59,892,561,0,72
2020-05-24,11360,71,898,562,1,64
2020-05-25,11387,27,860,563,1,64
2020-05-26,11428,41,821,563,0,80
2020-05-27,11480,52,809,565,2,62
2020-05-28,11512,32,764,568,3,74
2020-05-29,11593,81,785,568,0,60
2020-05-30,11633,40,735,571,3,87
2020-05-31,11669,36,733,574,3,35
2020-06-01,11699,30,711,576,2,50
2020-06-02,11734,35,665,580,4,77
2020-06-03,11771,37,639,580,0,63
2020-06-04,11811,40,609,582,2,68
2020-06-05,11875,64,636,586,4,33
2020-06-06,11924,49,616,587,1,68
2020-06-07,11948,24,604,589,2,34
2020-06-08,11962,14,577,593,4,37
2020-06-09,12001,39,559,593,0,57
2020-06-10,12016,15,519,593,0,55
2020-06-11,12035,19,487,593,0,51
2020-06-12,12099,64,512,594,1,38
2020-06-13,12139,40,507,597,3,42
2020-06-14,12193,54,528,597,0,33
2020-06-15,12217,24,529,598,1,22
2020-06-16,12250,33,527,598,0,35
