time,total_cases,daily_cases,total_currently_infected,total_death,death_per_day,new_recoveries
2020-02-15,0,0,0,0,0,0
2020-02-16,0,0,0,0,0,0
2020-02-17,0,0,0,0,0,0
2020-02-18,0,0,0,0,0,0
2020-02-19,0,0,0,0,0,0
2020-02-20,0,0,0,0,0,0
2020-02-21,1,0,1,0,0,0
2020-02-22,1,0,1,0,0,0
2020-02-23,2,1,2,0,0,0
2020-02-24,2,0,2,0,0,0
2020-02-25,2,0,2,0,0,0
2020-02-26,2,0,2,0,0,0
2020-02-27,3,1,3,0,0,0
2020-02-28,7,4,6,0,0,1
2020-02-29,7,0,6,0,0,0
2020-03-01,10,3,9,0,0,0
2020-03-02,12,2,11,0,0,0
2020-03-03,12,0,11,0,0,0
2020-03-04,15,3,14,0,0,0
2020-03-05,17,2,15,0,0,1
2020-03-06,21,4,19,0,0,0
2020-03-07,25,4,22,0,0,1
2020-03-08,39,14,36,0,0,0
2020-03-09,50,11,46,0,0,1
2020-03-10,75,25,71,0,0,0
2020-03-11,97,22,93,0,0,0
2020-03-12,109,12,105,0,0,0
2020-03-13,143,34,139,0,0,0
2020-03-14,193,50,189,0,0,0
2020-03-15,213,20,209,0,0,0
2020-03-16,298,85,294,0,0,0
2020-03-17,337,39,326,0,0,7
2020-03-18,433,96,422,0,0,0
2020-03-19,677,244,663,0,0,3
2020-03-20,705,28,689,1,1,1
2020-03-21,883,178,846,1,0,21
2020-03-22,1071,188,1033,1,0,1
2020-03-23,1442,371,1400,1,0,4
2020-03-24,1930,488,1874,3,2,12
2020-03-25,2369,439,2306,5,2,5
2020-03-26,2693,324,2617,8,3,10
2020-03-27,3035,342,2944,12,4,11
2020-03-28,3619,584,3518,12,0,10
2020-03-29,4247,628,4100,15,3,43
2020-03-30,4695,448,4518,16,1,29
2020-03-31,5358,663,5114,20,4,63
2020-04-01,6092,734,5825,26,6,17
2020-04-02,6857,765,6483,36,10,97
2020-04-03,7428,571,6985,40,4,65
2020-04-04,7851,423,7380,44,4,24
2020-04-05,8430,579,7904,49,5,50
2020-04-06,8904,474,8262,57,8,108
2020-04-07,9248,344,8413,65,8,185
2020-04-08,9404,156,8530,73,8,31
2020-04-09,9968,564,8871,86,13,210
2020-04-10,10408,440,9130,95,9,172
2020-04-11,10743,335,9301,101,6,158
2020-04-12,11145,402,9415,103,2,286
2020-04-13,11586,441,9615,116,13,228
2020-04-14,12046,460,9728,123,7,340
2020-04-15,12501,455,9808,130,7,368
2020-04-16,12758,257,9798,142,12,255
2020-04-17,12982,224,9705,151,9,308
2020-04-18,13265,283,9645,164,13,330
2020-04-19,13491,226,9565,172,8,298
2020-04-20,13713,222,9487,177,5,295
2020-04-21,13942,229,9251,184,7,458
2020-04-22,14498,556,9094,189,5,708
2020-04-23,14803,305,9000,192,3,396
2020-04-24,15058,255,8861,194,2,392
2020-04-25,15298,240,8664,199,5,432
2020-04-26,15443,145,8511,201,2,296
2020-04-27,15555,112,8151,204,3,469
2020-04-28,15728,173,7772,210,6,546
2020-04-29,15834,106,7386,215,5,487
2020-04-30,15946,112,7163,222,7,328
2020-05-01,16101,155,6720,225,3,595
2020-05-02,16185,84,6363,229,4,437
2020-05-03,16208,23,6227,232,3,156
2020-05-04,16246,38,5947,235,3,315
2020-05-05,16289,43,5586,238,3,401
2020-05-06,16310,21,5434,239,1,172
2020-05-07,16381,71,5268,240,1,236
2020-05-08,16436,55,4962,245,5,356
2020-05-09,16454,18,4831,247,2,147
2020-05-10,16477,23,4795,252,5,54
2020-05-11,16506,29,4405,258,6,413
2020-05-12,16529,23,4186,260,2,240
2020-05-13,16548,19,4052,264,4,149
2020-05-14,16579,31,3793,265,1,289
2020-05-15,16589,10,3736,266,1,66
2020-05-16,16607,18,3484,268,2,268
2020-05-17,16617,10,3403,272,4,87
2020-05-18,16643,26,3114,276,4,311
2020-05-19,16659,16,2946,278,2,182
2020-05-20,16667,8,2884,279,1,69
2020-05-21,16683,16,2680,279,0,220
2020-05-22,16690,7,2496,279,0,191
2020-05-23,16712,22,2343,279,0,175
2020-05-24,16717,5,2285,279,0,63
2020-05-25,16734,17,2146,281,2,154
2020-05-26,16757,23,2019,281,0,150
2020-05-27,16793,36,1942,281,0,113
2020-05-28,16872,79,1909,284,3,109
2020-05-29,16987,115,1927,284,0,97
2020-05-30,17012,25,1917,284,0,35
2020-05-31,17071,59,1974,285,1,1
2020-06-01,17169,98,2006,285,0,66
2020-06-02,17285,116,2055,290,5,62
2020-06-03,17377,92,2103,291,1,43
2020-06-04,17495,118,2191,291,0,30
2020-06-05,17562,67,2245,291,0,13
2020-06-06,17752,190,2415,295,4,16
2020-06-07,17863,111,2474,298,3,49
2020-06-08,18032,169,2632,298,0,11
2020-06-09,18180,148,2722,299,1,57
2020-06-10,18355,175,2888,299,0,9
2020-06-11,18569,214,3019,300,1,82
2020-06-12,18795,226,3207,300,0,38
2020-06-13,18972,177,3315,300,0,69
2020-06-14,19055,83,3380,300,0,18
2020-06-15,19237,182,3520,302,2,40
