time,total_cases,daily_cases,total_currently_infected,total_death,death_per_day,new_recoveries
2020-01-22,571,0,554,17,0,0
2020-01-23,830,259,771,25,8,34
2020-01-24,1287,457,1208,41,16,4
2020-01-25,1975,688,1870,56,15,11
2020-01-26,2744,769,2613,80,24,2
2020-01-27,4515,1771,4349,106,26,9
2020-01-28,5974,1459,5739,132,26,43
2020-01-29,7711,1737,7417,170,38,21
2020-01-30,9692,1981,9308,213,43,47
2020-01-31,11791,2099,11289,259,46,72
2020-02-01,14380,2589,13748,304,45,85
2020-02-02,17205,2825,16369,361,57,147
2020-02-03,20440,3235,19383,425,64,157
2020-02-04,24324,3884,22942,490,65,260
2020-02-05,28018,3694,26302,563,73,261
2020-02-06,31161,3143,28985,636,73,387
2020-02-07,34546,3385,31774,722,86,510
2020-02-08,37198,2652,33738,811,89,599
2020-02-09,40171,2973,35982,908,97,632
2020-02-10,42638,2467,37626,1016,108,715
2020-02-11,44653,2015,38791,1113,97,753
2020-02-12,58761,14108,51591,1259,146,1162
2020-02-13,63851,5090,55748,1380,121,812
2020-02-14,66492,2641,56873,1523,143,1373
2020-02-15,68500,2008,57416,1665,142,1323
2020-02-16,70548,2048,57934,1770,105,1425
2020-02-17,72436,1888,58016,1868,98,1708
2020-02-18,74185,1749,57805,2004,136,1824
2020-02-19,74576,391,56301,2118,114,1781
2020-02-20,75465,889,54921,2236,118,2151
2020-02-21,76288,823,53284,2345,109,2351
2020-02-22,76936,648,52093,2442,97,1742
2020-02-23,77150,214,49824,2592,150,2333
2020-02-24,77658,508,47765,2663,71,2496
2020-02-25,78064,406,45600,2715,52,2519
2020-02-26,78497,433,43258,2744,29,2746
2020-02-27,78824,327,39919,2788,44,3622
2020-02-28,79251,427,37414,2835,47,2885
2020-02-29,79824,573,35129,2870,35,2823
2020-03-01,80026,202,32616,2912,42,2673
2020-03-02,80151,125,30004,2943,31,2706
2020-03-03,80270,119,27423,2981,38,2662
2020-03-04,80409,139,25353,3012,31,2178
2020-03-05,80552,143,23784,3042,30,1682
2020-03-06,80651,99,22179,3070,28,1676
2020-03-07,80695,44,20533,3097,27,1663
2020-03-08,80735,40,19016,3119,22,1535
2020-03-09,80754,19,17721,3136,17,1297
2020-03-10,80778,24,16136,3158,22,1587
2020-03-11,80793,15,14831,3169,11,1309
2020-03-12,80813,20,13524,3176,7,1320
2020-03-13,80824,11,12088,3189,13,1434
2020-03-14,80844,20,10733,3199,10,1365
2020-03-15,80860,16,9893,3213,14,842
2020-03-16,80881,21,8967,3226,13,934
2020-03-17,80894,13,8056,3237,11,913
2020-03-18,80928,34,7263,3245,8,819
2020-03-19,80967,39,6569,3248,3,730
2020-03-20,81008,41,6013,3255,7,590
2020-03-21,81054,46,5353,3261,6,700
2020-03-22,81093,39,5120,3270,9,263
2020-03-23,81171,78,4735,3277,7,456
2020-03-24,81218,47,4287,3281,4,491
2020-03-25,81285,67,3947,3287,6,401
2020-03-26,81340,55,3460,3292,5,537
2020-03-27,81394,54,3128,3295,3,383
2020-03-28,81439,45,2691,3300,5,477
2020-03-29,81439,0,2691,3300,0,0
2020-03-30,81518,79,2161,3305,5,604
2020-03-31,81554,36,2004,3312,7,186
2020-04-01,81589,35,1863,3318,6,170
2020-04-02,81620,31,1727,3322,4,163
2020-04-03,81639,19,1558,3326,4,184
2020-04-04,81669,30,1376,3329,3,209
2020-04-05,81708,39,1299,3331,2,114
2020-04-06,81740,32,1242,3331,0,89
2020-04-07,81802,62,1190,3333,2,112
2020-04-08,81865,63,1160,3335,2,91
2020-04-09,81907,42,1116,3336,1,85
2020-04-10,81953,46,1089,3339,3,70
2020-04-11,82052,99,1138,3339,0,50
2020-04-12,82160,108,1156,3341,2,88
2020-04-13,82249,89,1170,3341,0,75
2020-04-14,82295,46,1137,3342,1,78
2020-04-15,82341,46,1107,3342,0,76
2020-04-16,82367,26,1081,3342,0,52
2020-04-17,82692,325,66,4632,1290,50
2020-04-18,82719,27,1058,4632,0,-965
2020-04-19,82735,16,1041,4632,0,33
2020-04-20,82747,12,1031,4632,0,22
2020-04-21,82758,11,1003,4632,0,39
2020-04-22,82788,30,1005,4632,0,28
2020-04-23,82798,10,959,4632,0,56
2020-04-24,82804,6,915,4632,0,50
2020-04-25,82816,12,838,4632,0,89
2020-04-26,82827,11,801,4632,0,48
2020-04-27,82830,3,723,4633,1,80
2020-04-28,82836,6,648,4633,0,81
2020-04-29,82858,22,647,4633,0,23
2020-04-30,82862,4,619,4633,0,32
2020-05-01,82874,12,599,4633,0,32
2020-05-02,82875,1,557,4633,0,43
2020-05-03,82877,2,531,4633,0,28
2020-05-04,82880,3,481,4633,0,53
2020-05-05,82881,1,395,4633,0,87
2020-05-06,82883,2,339,4633,0,58
2020-05-07,82885,2,295,4633,0,46
2020-05-08,82886,1,260,4633,0,36
2020-05-09,82887,1,208,4633,0,53
2020-05-10,82901,14,148,4633,0,74
2020-05-11,82918,17,141,4633,0,24
2020-05-12,82919,1,115,4633,0,27
2020-05-13,82926,7,104,4633,0,18
2020-05-14,82929,3,101,4633,0,6
2020-05-15,82933,4,91,4633,0,14
2020-05-16,82941,8,89,4633,0,10
2020-05-17,82947,6,86,4634,1,8
2020-05-18,82954,7,82,4634,0,11
2020-05-19,82960,6,85,4634,0,3
2020-05-20,82965,5,87,4634,0,3
